赛季,轮次,时间,主队红牌数,主队名称,主队ID,主队上轮名次,比分,半场比分,客队红牌数,客队名称,客队ID,客队上轮名次
2009-2010,16,2010-01-03 23:59,0,阿尔梅里亚,141,17,1-0,0-0,0,萨雷斯,127,20
2009-2010,16,2010-01-03 23:59,0,赫塔菲,98,8,1-0,0-0,0,瓦拉多利德,123,11
2009-2010,16,2010-01-04 02:00,0,马洛卡,101,5,2-0,0-0,0,毕尔巴鄂竞技,92,7
2009-2010,16,2010-01-04 04:00,0,奥萨苏纳,94,12,0-0,0-0,0,皇家马德里,82,2
2009-2010,17,2010-01-10 01:00,0,瓦拉多利德,123,13,0-4,0-2,0,马德里竞技,109,11
2009-2010,17,2010-01-10 03:00,0,塞维利亚,86,5,1-2,0-2,0,桑坦德竞技,104,14
2009-2010,17,2010-01-10 05:00,1,比利亚雷亚尔,107,9,1-1,1-0,0,阿尔梅里亚,141,15
2009-2010,17,2010-01-10 23:59,0,西班牙人,100,16,2-1,1-1,0,萨拉戈萨,111,19
2009-2010,17,2010-01-10 23:59,0,萨雷斯,127,20,1-3,1-2,0,巴伦西亚,91,3
2009-2010,17,2010-01-10 23:59,0,马拉加,102,18,1-1,0-0,0,毕尔巴鄂竞技,92,8
2009-2010,17,2010-01-10 23:59,0,拉科鲁尼亚,93,6,1-0,0-0,1,奥萨苏纳,94,13
2009-2010,17,2010-01-10 23:59,0,希洪竞技,113,10,1-0,1-0,0,赫塔菲,98,7
2009-2010,17,2010-01-11 02:00,0,皇家马德里,82,2,2-0,1-0,0,马洛卡,101,4
2009-2010,17,2010-01-11 04:00,0,特內里费,138,17,0-5,0-3,0,巴塞罗那,84,1
2009-2010,18,2010-01-17 01:00,1,奥萨苏纳,94,14,2-0,2-0,1,西班牙人,100,13
2009-2010,18,2010-01-17 03:00,1,毕尔巴鄂竞技,92,8,1-0,1-0,0,皇家马德里,82,2
2009-2010,18,2010-01-17 05:00,0,巴塞罗那,84,1,4-0,0-0,0,塞维利亚,86,5
2009-2010,18,2010-01-17 23:59,0,马拉加,102,18,1-0,0-0,1,赫塔菲,98,8
2009-2010,18,2010-01-17 23:59,0,马洛卡,101,5,2-0,0-0,0,拉科鲁尼亚,93,4
2009-2010,18,2010-01-17 23:59,0,桑坦德竞技,104,13,1-1,0-1,0,瓦拉多利德,123,16
2009-2010,18,2010-01-17 23:59,1,阿尔梅里亚,141,15,1-1,0-1,0,特內里费,138,17
2009-2010,18,2010-01-17 23:59,0,萨拉戈萨,111,19,0-0,0-0,1,萨雷斯,127,20
2009-2010,18,2010-01-18 02:00,0,马德里竞技,109,11,3-2,1-1,0,希洪竞技,113,9
2009-2010,18,2010-01-18 04:00,0,巴伦西亚,91,3,4-1,2-0,1,比利亚雷亚尔,107,10
2009-2010,19,2010-01-24 01:00,0,塞维利亚,86,6,1-0,1-0,0,阿尔梅里亚,141,15
2009-2010,19,2010-01-24 03:00,0,瓦拉多利德,123,17,0-3,0-2,0,巴塞罗那,84,1
2009-2010,19,2010-01-24 05:00,0,拉科鲁尼亚,93,5,3-1,0-0,0,毕尔巴鄂竞技,92,7
2009-2010,19,2010-01-24 23:59,0,萨雷斯,127,20,1-2,1-1,0,奥萨苏纳,94,12
2009-2010,19,2010-01-24 23:59,0,特內里费,138,18,0-0,0-0,0,巴伦西亚,91,3
2009-2010,19,2010-01-24 23:59,0,西班牙人,100,14,1-1,0-0,0,马洛卡,101,4
2009-2010,19,2010-01-24 23:59,0,希洪竞技,113,9,0-1,0-1,1,桑坦德竞技,104,13
2009-2010,19,2010-01-24 23:59,0,比利亚雷亚尔,107,10,4-2,3-0,0,萨拉戈萨,111,19
2009-2010,19,2010-01-25 02:00,0,赫塔菲,98,8,1-0,1-0,1,马德里竞技,109,11
2009-2010,19,2010-01-25 04:00,1,皇家马德里,82,2,2-0,2-0,0,马拉加,102,16
2009-2010,20,2010-01-31 01:00,0,西班牙人,100,14,1-0,0-0,0,毕尔巴鄂竞技,92,8
2009-2010,20,2010-01-31 03:00,0,希洪竞技,113,10,0-1,0-1,0,巴塞罗那,84,1
2009-2010,20,2010-01-31 05:00,0,拉科鲁尼亚,93,5,1-3,0-2,0,皇家马德里,82,2
2009-2010,20,2010-01-31 23:59,0,比利亚雷亚尔,107,9,0-2,0-1,0,奥萨苏纳,94,12
2009-2010,20,2010-01-31 23:59,0,赫塔菲,98,7,0-0,0-0,1,桑坦德竞技,104,13
2009-2010,20,2010-01-31 23:59,0,萨雷斯,127,20,2-1,0-1,0,马洛卡,101,4
2009-2010,20,2010-01-31 23:59,0,特內里费,138,18,1-3,0-0,0,萨拉戈萨,111,19
2009-2010,20,2010-01-31 23:59,1,瓦拉多利德,123,17,1-1,0-1,0,阿尔梅里亚,141,15
2009-2010,20,2010-02-01 02:00,0,马德里竞技,109,11,0-2,0-1,0,马拉加,102,16
2009-2010,20,2010-02-01 04:00,0,塞维利亚,86,6,2-1,1-0,0,巴伦西亚,91,3
2009-2010,21,2010-02-07 01:00,0,巴伦西亚,91,3,2-0,2-0,0,瓦拉多利德,123,17
2009-2010,21,2010-02-07 03:00,2,巴塞罗那,84,1,2-1,1-0,0,赫塔菲,98,7
2009-2010,21,2010-02-07 05:00,0,皇家马德里,82,2,3-0,2-0,0,西班牙人,100,14
2009-2010,21,2010-02-07 23:59,0,马洛卡,101,5,1-0,0-0,0,比利亚雷亚尔,107,9
2009-2010,21,2010-02-07 23:59,0,马拉加,102,15,0-0,0-0,1,拉科鲁尼亚,93,6
2009-2010,21,2010-02-07 23:59,1,阿尔梅里亚,141,16,3-1,2-1,2,希洪竞技,113,11
2009-2010,21,2010-02-07 23:59,0,毕尔巴鄂竞技,92,8,3-2,1-2,0,萨雷斯,127,20
2009-2010,21,2010-02-07 23:59,0,奥萨苏纳,94,10,1-0,0-0,0,特內里费,138,19
2009-2010,21,2010-02-08 02:00,1,萨拉戈萨,111,18,2-1,2-1,2,塞维利亚,86,4
2009-2010,21,2010-02-08 04:00,0,桑坦德竞技,104,12,1-1,1-1,0,马德里竞技,109,13
2009-2010,22,2010-02-14 01:00,0,希洪竞技,113,13,1-1,1-0,0,巴伦西亚,91,3
2009-2010,22,2010-02-14 03:00,0,萨雷斯,127,20,0-3,0-0,0,皇家马德里,82,2
2009-2010,22,2010-02-14 05:00,1,比利亚雷亚尔,107,10,2-1,2-1,2,毕尔巴鄂竞技,92,7
2009-2010,22,2010-02-14 23:59,0,西班牙人,100,14,2-0,1-0,1,拉科鲁尼亚,93,6
2009-2010,22,2010-02-14 23:59,0,瓦拉多利德,123,18,1-1,1-1,1,萨拉戈萨,111,17
2009-2010,22,2010-02-14 23:59,1,桑坦德竞技,104,11,0-3,0-2,0,马拉加,102,16
2009-2010,22,2010-02-14 23:59,0,赫塔菲,98,8,2-2,0-0,0,阿尔梅里亚,141,15
2009-2010,22,2010-02-15 02:00,0,塞维利亚,86,5,1-0,1-0,0,奥萨苏纳,94,9
2009-2010,22,2010-02-15 04:00,0,马德里竞技,109,12,2-1,2-1,0,巴塞罗那,84,1
2009-2010,22,2010-02-16 04:00,0,特內里费,138,19,1-0,1-0,0,马洛卡,101,4
2009-2010,23,2010-02-21 01:00,0,拉科鲁尼亚,93,6,2-1,2-1,0,萨雷斯,127,20
2009-2010,23,2010-02-21 03:00,0,巴塞罗那,84,1,4-0,3-0,0,桑坦德竞技,104,14
2009-2010,23,2010-02-21 05:00,1,马洛卡,101,5,1-3,1-1,2,塞维利亚,86,4
2009-2010,23,2010-02-21 23:59,0,萨拉戈萨,111,17,1-3,0-1,0,希洪竞技,113,13
2009-2010,23,2010-02-21 23:59,1,马拉加,102,15,2-1,1-1,0,西班牙人,100,12
2009-2010,23,2010-02-21 23:59,0,毕尔巴鄂竞技,92,7,4-1,2-0,1,特內里费,138,18
2009-2010,23,2010-02-21 23:59,0,奥萨苏纳,94,10,1-1,0-0,0,瓦拉多利德,123,19
2009-2010,23,2010-02-22 02:00,0,阿尔梅里亚,141,16,1-0,0-0,0,马德里竞技,109,11
2009-2010,23,2010-02-22 04:00,0,皇家马德里,82,2,6-2,2-1,0,比利亚雷亚尔,107,9
2009-2010,23,2010-02-23 04:00,1,巴伦西亚,91,3,2-1,1-0,0,赫塔菲,98,8
2009-2010,24,2010-02-28 01:00,0,赫塔菲,98,8,0-2,0-2,0,萨拉戈萨,111,17
2009-2010,24,2010-02-28 03:00,0,特內里费,138,19,1-5,0-2,0,皇家马德里,82,2
2009-2010,24,2010-02-28 05:00,0,巴塞罗那,84,1,2-1,0-0,0,马拉加,102,12
2009-2010,24,2010-02-28 23:59,0,瓦拉多利德,123,18,1-2,0-0,0,马洛卡,101,6
2009-2010,24,2010-02-28 23:59,0,萨雷斯,127,20,1-1,0-1,0,西班牙人,100,15
2009-2010,24,2010-02-28 23:59,0,比利亚雷亚尔,107,10,1-0,1-0,0,拉科鲁尼亚,93,5
2009-2010,24,2010-02-28 23:59,0,希洪竞技,113,11,3-2,1-1,0,奥萨苏纳,94,9
2009-2010,24,2010-02-28 23:59,0,桑坦德竞技,104,16,0-2,0-1,0,阿尔梅里亚,141,14
2009-2010,24,2010-03-01 02:00,1,塞维利亚,86,4,0-0,0-0,0,毕尔巴鄂竞技,92,7
2009-2010,24,2010-03-01 04:00,0,马德里竞技,109,13,4-1,1-1,2,巴伦西亚,91,3
2009-2010,25,2010-03-07 01:00,0,拉科鲁尼亚,93,6,3-1,1-1,0,特內里费,138,19
2009-2010,25,2010-03-07 03:10,0,阿尔梅里亚,141,13,2-2,1-1,1,巴塞罗那,84,1
2009-2010,25,2010-03-07 05:00,0,皇家马德里,82,2,3-2,0-1,0,塞维利亚,86,4
2009-2010,25,2010-03-07 23:59,0,奥萨苏纳,94,12,0-0,0-0,0,赫塔菲,98,9
2009-2010,25,2010-03-07 23:59,0,马洛卡,101,6,3-0,1-0,0,希洪竞技,113,10
2009-2010,25,2010-03-07 23:59,1,西班牙人,100,15,0-0,0-0,0,比利亚雷亚尔,107,8
2009-2010,25,2010-03-07 23:59,1,马拉加,102,14,2-4,1-1,1,萨雷斯,127,20
2009-2010,25,2010-03-08 02:00,0,毕尔巴鄂竞技,92,7,2-0,2-0,0,瓦拉多利德,123,18
2009-2010,25,2010-03-08 04:00,0,萨拉戈萨,111,17,1-1,1-0,1,马德里竞技,109,11
2009-2010,25,2010-03-09 04:00,1,巴伦西亚,91,3,0-0,0-0,0,桑坦德竞技,104,16
2009-2010,26,2010-03-14 01:00,0,赫塔菲,98,9,3-0,1-0,1,马洛卡,101,4
2009-2010,26,2010-03-14 03:00,0,希洪竞技,113,12,0-0,0-0,0,毕尔巴鄂竞技,92,7
2009-2010,26,2010-03-14 05:00,0,塞维利亚,86,5,1-1,1-1,0,拉科鲁尼亚,93,6
2009-2010,26,2010-03-14 23:59,0,阿尔梅里亚,141,13,1-0,0-0,0,马拉加,102,15
2009-2010,26,2010-03-14 23:59,0,特內里费,138,19,4-1,1-0,0,西班牙人,100,14
2009-2010,26,2010-03-14 23:59,0,桑坦德竞技,104,16,0-0,0-0,0,萨拉戈萨,111,17
2009-2010,26,2010-03-14 23:59,0,比利亚雷亚尔,107,9,2-0,1-0,0,萨雷斯,127,20
2009-2010,26,2010-03-15 02:00,0,巴塞罗那,84,2,3-0,0-0,1,巴伦西亚,91,3
2009-2010,26,2010-03-15 04:00,0,瓦拉多利德,123,18,1-4,0-2,0,皇家马德里,82,1
2009-2010,26,2010-03-16 04:00,1,马德里竞技,109,12,1-0,0-0,0,奥萨苏纳,94,13
2009-2010,27,2010-03-21 01:00,1,毕尔巴鄂竞技,92,7,2-2,1-1,1,赫塔菲,98,8
2009-2010,27,2010-03-21 01:00,0,拉科鲁尼亚,93,6,0-2,0-1,0,瓦拉多利德,123,19
2009-2010,27,2010-03-21 01:00,1,萨雷斯,127,20,2-1,2-0,0,特內里费,138,18
2009-2010,27,2010-03-21 03:00,0,皇家马德里,82,1,3-1,0-0,0,希洪竞技,113,12
2009-2010,27,2010-03-21 05:00,0,西班牙人,100,14,2-0,1-0,0,塞维利亚,86,4
2009-2010,27,2010-03-21 23:59,0,马洛卡,101,5,4-1,2-1,1,马德里竞技,109,10
2009-2010,27,2010-03-21 23:59,0,奥萨苏纳,94,13,1-3,1-1,0,桑坦德竞技,104,16
2009-2010,27,2010-03-21 23:59,0,马拉加,102,15,2-0,0-0,0,比利亚雷亚尔,107,9
2009-2010,27,2010-03-22 02:00,0,巴伦西亚,91,3,2-0,0-0,0,阿尔梅里亚,141,11
2009-2010,27,2010-03-22 04:00,0,萨拉戈萨,111,17,2-4,0-1,0,巴塞罗那,84,2
2009-2010,28,2010-03-24 03:00,0,希洪竞技,113,12,2-1,1-0,2,拉科鲁尼亚,93,7
2009-2010,28,2010-03-24 05:00,0,塞维利亚,86,5,1-1,0-0,0,萨雷斯,127,20
2009-2010,28,2010-03-25 03:00,0,巴塞罗那,84,2,2-0,0-0,0,奥萨苏纳,94,13
2009-2010,28,2010-03-25 03:00,0,特內里费,138,19,2-2,0-1,0,比利亚雷亚尔,107,9
2009-2010,28,2010-03-25 03:00,0,阿尔梅里亚,141,12,1-0,0-0,0,萨拉戈萨,111,17
2009-2010,28,2010-03-25 03:00,1,瓦拉多利德,123,18,0-0,0-0,1,西班牙人,100,14
2009-2010,28,2010-03-25 03:00,0,桑坦德竞技,104,16,0-0,0-0,0,马洛卡,101,4
2009-2010,28,2010-03-25 05:00,0,巴伦西亚,91,3,1-0,1-0,0,马拉加,102,15
2009-2010,28,2010-03-26 03:00,0,赫塔菲,98,8,2-4,1-4,0,皇家马德里,82,2
2009-2010,28,2010-03-26 05:00,0,马德里竞技,109,12,2-0,0-0,0,毕尔巴鄂竞技,92,6
2009-2010,29,2010-03-28 01:00,1,马拉加,102,16,1-1,0-0,0,特內里费,138,19
2009-2010,29,2010-03-28 03:00,0,马洛卡,101,4,0-1,0-0,0,巴塞罗那,84,2
2009-2010,29,2010-03-28 05:00,0,萨拉戈萨,111,17,3-0,1-0,1,巴伦西亚,91,3
2009-2010,29,2010-03-28 23:00,0,拉科鲁尼亚,93,7,1-3,0-2,0,赫塔菲,98,9
2009-2010,29,2010-03-28 23:00,0,西班牙人,100,13,0-0,0-0,0,希洪竞技,113,12
2009-2010,29,2010-03-28 23:00,0,萨雷斯,127,20,3-0,2-0,1,瓦拉多利德,123,19
2009-2010,29,2010-03-28 23:00,0,奥萨苏纳,94,15,1-0,1-0,1,阿尔梅里亚,141,11
2009-2010,29,2010-03-29 01:00,0,比利亚雷亚尔,107,10,3-0,2-0,0,塞维利亚,86,5
2009-2010,29,2010-03-29 03:00,0,皇家马德里,82,2,3-2,0-1,0,马德里竞技,109,8
2009-2010,29,2010-03-30 03:00,0,毕尔巴鄂竞技,92,6,4-3,2-1,1,桑坦德竞技,104,16
2009-2010,30,2010-04-03 23:59,0,萨拉戈萨,111,17,2-0,1-0,0,马拉加,102,15
2009-2010,30,2010-04-04 02:00,0,巴塞罗那,84,2,4-1,2-0,0,毕尔巴鄂竞技,92,6
2009-2010,30,2010-04-04 04:00,0,塞维利亚,86,5,3-0,2-0,0,特內里费,138,18
2009-2010,30,2010-04-04 23:00,0,希洪竞技,113,11,2-2,1-0,0,萨雷斯,127,20
2009-2010,30,2010-04-04 23:00,0,巴伦西亚,91,3,3-0,0-0,0,奥萨苏纳,94,13
2009-2010,30,2010-04-04 23:00,0,阿尔梅里亚,141,12,1-1,1-0,0,马洛卡,101,5
2009-2010,30,2010-04-04 23:00,0,赫塔菲,98,9,1-1,1-0,0,西班牙人,100,14
2009-2010,30,2010-04-04 23:00,0,瓦拉多利德,123,19,0-2,0-1,0,比利亚雷亚尔,107,8
2009-2010,30,2010-04-05 01:00,0,桑坦德竞技,104,17,0-2,0-1,0,皇家马德里,82,2
2009-2010,30,2010-04-05 03:00,0,马德里竞技,109,10,3-0,1-0,0,拉科鲁尼亚,93,7
2009-2010,31,2010-04-10 23:59,0,马拉加,102,16,1-2,1-0,0,塞维利亚,86,5
2009-2010,31,2010-04-11 02:00,0,萨雷斯,127,20,0-1,0-0,1,赫塔菲,98,9
2009-2010,31,2010-04-11 02:00,0,比利亚雷亚尔,107,7,1-0,1-0,0,希洪竞技,113,11
2009-2010,31,2010-04-11 02:00,0,特內里费,138,18,0-0,0-0,0,瓦拉多利德,123,19
2009-2010,31,2010-04-11 04:00,0,皇家马德里,82,1,0-2,0-1,0,巴塞罗那,84,2
2009-2010,31,2010-04-11 23:00,1,奥萨苏纳,94,13,2-0,1-0,0,萨拉戈萨,111,15
2009-2010,31,2010-04-11 23:00,0,拉科鲁尼亚,93,9,1-1,1-0,0,桑坦德竞技,104,17
2009-2010,31,2010-04-11 23:00,0,毕尔巴鄂竞技,92,7,4-1,2-0,0,阿尔梅里亚,141,12
2009-2010,31,2010-04-12 01:00,0,西班牙人,100,14,3-0,0-0,1,马德里竞技,109,10
2009-2010,31,2010-04-12 03:00,0,马洛卡,101,5,3-2,2-0,1,巴伦西亚,91,3
2009-2010,32,2010-04-14 02:00,0,瓦拉多利德,123,19,2-1,1-0,0,塞维利亚,86,5
2009-2010,32,2010-04-14 02:00,0,希洪竞技,113,11,0-2,0-0,0,特內里费,138,18
2009-2010,32,2010-04-14 04:00,0,赫塔菲,98,8,3-0,0-0,0,比利亚雷亚尔,107,7
2009-2010,32,2010-04-15 02:00,0,桑坦德竞技,104,15,3-1,1-1,1,西班牙人,100,14
2009-2010,32,2010-04-15 02:00,1,奥萨苏纳,94,11,2-2,1-1,1,马拉加,102,17
2009-2010,32,2010-04-15 02:00,0,马德里竞技,109,10,1-2,1-1,0,萨雷斯,127,20
2009-2010,32,2010-04-15 02:05,0,萨拉戈萨,111,16,1-1,1-1,0,马洛卡,101,4
2009-2010,32,2010-04-15 04:00,0,巴塞罗那,84,1,3-0,1-0,0,拉科鲁尼亚,93,9
2009-2010,32,2010-04-16 02:00,0,阿尔梅里亚,141,13,1-2,1-1,0,皇家马德里,82,2
2009-2010,32,2010-04-16 04:00,0,巴伦西亚,91,3,2-0,1-0,0,毕尔巴鄂竞技,92,6
2009-2010,33,2010-04-17 23:59,0,塞维利亚,86,5,3-0,1-0,2,希洪竞技,113,12
2009-2010,33,2010-04-18 02:00,0,西班牙人,100,14,0-0,0-0,1,巴塞罗那,84,1
2009-2010,33,2010-04-18 04:00,0,比利亚雷亚尔,107,8,2-1,2-0,0,马德里竞技,109,10
2009-2010,33,2010-04-18 23:00,0,萨雷斯,127,20,2-2,1-1,0,桑坦德竞技,104,15
2009-2010,33,2010-04-18 23:00,0,特內里费,138,18,3-2,1-1,0,赫塔菲,98,7
2009-2010,33,2010-04-18 23:00,0,马拉加,102,17,0-0,0-0,0,瓦拉多利德,123,19
2009-2010,33,2010-04-18 23:00,0,拉科鲁尼亚,93,9,0-0,0-0,0,阿尔梅里亚,141,13
2009-2010,33,2010-04-19 01:00,0,毕尔巴鄂竞技,92,6,0-0,0-0,0,萨拉戈萨,111,16
2009-2010,33,2010-04-19 03:00,0,皇家马德里,82,2,2-0,1-0,0,巴伦西亚,91,3
2009-2010,33,2010-04-20 03:00,0,马洛卡,101,5,2-0,1-0,0,奥萨苏纳,94,11
2009-2010,34,2010-04-24 23:59,0,巴塞罗那,84,1,3-1,2-1,2,萨雷斯,127,20
2009-2010,34,2010-04-25 02:00,1,萨拉戈萨,111,16,1-2,0-0,0,皇家马德里,82,2
2009-2010,34,2010-04-25 04:00,1,巴伦西亚,91,3,1-0,1-0,0,拉科鲁尼亚,93,9
2009-2010,34,2010-04-25 23:00,0,桑坦德竞技,104,15,1-2,1-0,0,比利亚雷亚尔,107,6
2009-2010,34,2010-04-25 23:00,0,马洛卡,101,4,1-1,0-0,1,马拉加,102,17
2009-2010,34,2010-04-25 23:00,0,阿尔梅里亚,141,12,0-1,0-0,1,西班牙人,100,13
2009-2010,34,2010-04-25 23:00,1,希洪竞技,113,14,0-2,0-0,1,瓦拉多利德,123,19
2009-2010,34,2010-04-26 01:00,0,马德里竞技,109,10,3-1,2-0,0,特內里费,138,18
2009-2010,34,2010-04-26 03:00,0,赫塔菲,98,8,4-3,1-2,1,塞维利亚,86,5
2009-2010,34,2010-04-27 03:00,0,奥萨苏纳,94,12,0-0,0-0,0,毕尔巴鄂竞技,92,8
2009-2010,35,2010-05-01 23:59,0,瓦拉多利德,123,18,0-0,0-0,1,赫塔菲,98,7
2009-2010,35,2010-05-01 23:59,0,特內里费,138,19,2-1,1-0,0,桑坦德竞技,104,15
2009-2010,35,2010-05-01 23:59,0,拉科鲁尼亚,93,9,0-1,0-0,0,萨拉戈萨,111,17
2009-2010,35,2010-05-01 23:59,0,马拉加,102,16,1-1,0-1,0,希洪竞技,113,14
2009-2010,35,2010-05-01 23:59,1,萨雷斯,127,20,2-1,1-1,1,阿尔梅里亚,141,13
2009-2010,35,2010-05-02 02:00,0,西班牙人,100,11,0-2,0-0,0,巴伦西亚,91,3
2009-2010,35,2010-05-02 04:00,0,比利亚雷亚尔,107,6,1-4,0-3,0,巴塞罗那,84,1
2009-2010,35,2010-05-02 23:00,0,塞维利亚,86,5,3-1,3-1,0,马德里竞技,109,10
2009-2010,35,2010-05-03 01:00,0,皇家马德里,82,2,3-2,2-2,0,奥萨苏纳,94,12
2009-2010,35,2010-05-03 03:00,0,毕尔巴鄂竞技,92,8,1-3,1-1,0,马洛卡,101,4
2009-2010,36,2010-05-05 02:00,1,阿尔梅里亚,141,13,4-2,3-0,1,比利亚雷亚尔,107,6
2009-2010,36,2010-05-05 02:00,0,巴塞罗那,84,1,4-1,1-1,0,特內里费,138,18
2009-2010,36,2010-05-05 02:00,0,赫塔菲,98,7,1-1,0-1,0,希洪竞技,113,14
2009-2010,36,2010-05-05 04:00,0,巴伦西亚,91,3,3-1,1-1,1,萨雷斯,127,20
2009-2010,36,2010-05-06 02:00,0,马德里竞技,109,10,3-1,1-0,0,瓦拉多利德,123,19
2009-2010,36,2010-05-06 02:00,0,萨拉戈萨,111,15,1-0,0-0,1,西班牙人,100,12
2009-2010,36,2010-05-06 02:00,0,毕尔巴鄂竞技,92,8,1-1,1-1,0,马拉加,102,17
2009-2010,36,2010-05-06 02:00,0,奥萨苏纳,94,13,3-1,3-1,0,拉科鲁尼亚,93,9
2009-2010,36,2010-05-06 02:00,1,桑坦德竞技,104,16,1-5,0-2,0,塞维利亚,86,5
2009-2010,36,2010-05-06 04:00,0,马洛卡,101,4,1-4,1-1,0,皇家马德里,82,2
2009-2010,37,2010-05-09 03:00,1,塞维利亚,86,4,2-3,0-2,0,巴塞罗那,84,1
2009-2010,37,2010-05-09 03:00,2,比利亚雷亚尔,107,7,2-0,2-0,0,巴伦西亚,91,3
2009-2010,37,2010-05-09 03:00,0,皇家马德里,82,2,5-1,1-1,1,毕尔巴鄂竞技,92,8
2009-2010,37,2010-05-09 03:00,0,西班牙人,100,13,2-1,0-1,0,奥萨苏纳,94,11
2009-2010,37,2010-05-09 03:00,0,赫塔菲,98,6,2-1,1-0,0,马拉加,102,16
2009-2010,37,2010-05-09 03:00,1,瓦拉多利德,123,19,2-1,0-1,1,桑坦德竞技,104,17
2009-2010,37,2010-05-09 03:00,0,拉科鲁尼亚,93,10,1-0,0-0,0,马洛卡,101,5
2009-2010,37,2010-05-09 03:00,0,希洪竞技,113,15,1-1,0-0,0,马德里竞技,109,9
2009-2010,37,2010-05-09 03:00,0,萨雷斯,127,20,3-2,1-0,1,萨拉戈萨,111,14
2009-2010,37,2010-05-09 03:00,0,特內里费,138,18,2-2,1-1,0,阿尔梅里亚,141,12
2009-2010,38,2010-05-16 00:05,0,毕尔巴鄂竞技,92,8,2-0,1-0,0,拉科鲁尼亚,93,10
2009-2010,38,2010-05-16 02:00,0,马德里竞技,109,9,0-3,0-1,0,赫塔菲,98,6
2009-2010,38,2010-05-16 02:00,0,萨拉戈萨,111,15,3-3,3-1,0,比利亚雷亚尔,107,7
2009-2010,38,2010-05-16 04:00,0,马洛卡,101,5,2-0,1-0,0,西班牙人,100,11
2009-2010,38,2010-05-16 04:00,0,阿尔梅里亚,141,13,2-3,1-1,1,塞维利亚,86,4
2009-2010,38,2010-05-17 01:00,1,马拉加,102,16,1-1,1-0,0,皇家马德里,82,2
2009-2010,38,2010-05-17 01:00,0,桑坦德竞技,104,17,2-0,1-0,0,希洪竞技,113,15
2009-2010,38,2010-05-17 01:00,0,巴伦西亚,91,3,1-0,0-0,0,特內里费,138,19
2009-2010,38,2010-05-17 01:00,0,奥萨苏纳,94,12,1-1,0-0,1,萨雷斯,127,20
2009-2010,38,2010-05-17 01:00,0,巴塞罗那,84,1,4-0,2-0,0,瓦拉多利德,123,18
赛季,轮次,时间,主队红牌数,主队名称,主队ID,主队上轮名次,比分,半场比分,客队红牌数,客队名称,客队ID,客队上轮名次
2010-2011,1,2010-08-28 23:59,1,赫库斯,2806,20,0-1,0-0,0,毕尔巴鄂竞技,92,5
2010-2011,1,2010-08-29 02:00,0,马拉加,102,11,1-3,1-1,0,巴伦西亚,91,4
2010-2011,1,2010-08-29 04:00,0,莱万特,103,12,1-4,1-2,0,塞维利亚,86,3
2010-2011,1,2010-08-29 23:00,0,西班牙人,100,7,3-1,1-0,0,赫塔菲,98,6
2010-2011,1,2010-08-29 23:00,0,皇家社会,106,10,1-0,0-0,0,比利亚雷亚尔,107,11
2010-2011,1,2010-08-29 23:00,0,拉科鲁尼亚,93,4,0-0,0-0,0,萨拉戈萨,111,13
2010-2011,1,2010-08-29 23:00,0,奥萨苏纳,94,5,0-0,0-0,1,阿尔梅里亚,141,15
2010-2011,1,2010-08-30 01:00,0,桑坦德竞技,104,9,0-3,0-2,0,巴塞罗那,84,17
2010-2011,1,2010-08-30 03:00,0,马洛卡,101,8,0-0,0-0,0,皇家马德里,82,16
2010-2011,1,2010-08-31 04:00,0,马德里竞技,109,14,4-0,2-0,0,希洪竞技,113,13
2010-2011,2,2010-09-11 23:59,0,巴塞罗那,84,3,0-2,0-1,0,赫库斯,2806,14
2010-2011,2,2010-09-11 23:59,0,巴伦西亚,91,4,1-0,1-0,0,桑坦德竞技,104,19
2010-2011,2,2010-09-12 02:00,0,皇家马德里,82,8,1-0,0-0,0,奥萨苏纳,94,12
2010-2011,2,2010-09-12 04:00,0,毕尔巴鄂竞技,92,6,1-2,0-1,0,马德里竞技,109,1
2010-2011,2,2010-09-12 23:00,0,赫塔菲,98,16,4-1,2-1,0,莱万特,103,18
2010-2011,2,2010-09-12 23:00,0,希洪竞技,113,20,2-0,0-0,1,马洛卡,101,11
2010-2011,2,2010-09-12 23:00,0,萨拉戈萨,111,13,3-5,1-5,0,马拉加,102,17
2010-2011,2,2010-09-13 01:00,0,比利亚雷亚尔,107,15,4-0,2-0,1,西班牙人,100,5
2010-2011,2,2010-09-13 03:00,0,塞维利亚,86,4,0-0,0-0,0,拉科鲁尼亚,93,10
2010-2011,2,2010-09-14 03:00,0,阿尔梅里亚,141,15,2-2,1-2,0,皇家社会,106,9
2010-2011,3,2010-09-18 23:59,0,马洛卡,101,18,2-0,1-0,0,奥萨苏纳,94,16
2010-2011,3,2010-09-18 23:59,0,西班牙人,100,12,1-0,0-0,0,阿尔梅里亚,141,14
2010-2011,3,2010-09-19 02:00,0,希洪竞技,113,13,2-2,2-1,0,毕尔巴鄂竞技,92,11
2010-2011,3,2010-09-19 04:00,0,皇家社会,106,4,1-2,0-0,0,皇家马德里,82,5
2010-2011,3,2010-09-19 23:00,0,莱万特,103,20,1-2,0-2,0,比利亚雷亚尔,107,10
2010-2011,3,2010-09-19 23:00,0,桑坦德竞技,104,19,2-0,0-0,0,萨拉戈萨,111,17
2010-2011,3,2010-09-19 23:05,0,赫库斯,2806,13,1-2,1-2,1,巴伦西亚,91,3
