赛季,轮次,时间,主队红牌数,主队名称,主队ID,主队上轮名次,比分,半场比分,客队红牌数,客队名称,客队ID,客队上轮名次
2010-2011,3,2010-09-20 01:00,1,马德里竞技,109,2,1-2,1-2,0,巴塞罗那,84,12
2010-2011,3,2010-09-20 03:00,0,马拉加,102,14,1-2,1-2,0,塞维利亚,86,5
2010-2011,3,2010-09-21 03:00,0,拉科鲁尼亚,93,15,2-2,0-1,1,赫塔菲,98,11
2010-2011,4,2010-09-22 02:00,0,毕尔巴鄂竞技,92,9,3-0,1-0,0,马洛卡,101,11
2010-2011,4,2010-09-22 02:00,0,奥萨苏纳,94,18,3-1,2-1,0,皇家社会,106,10
2010-2011,4,2010-09-22 04:00,1,皇家马德里,82,3,3-0,1-0,2,西班牙人,100,7
2010-2011,4,2010-09-23 02:00,0,阿尔梅里亚,141,18,0-1,0-1,0,莱万特,103,20
2010-2011,4,2010-09-23 02:00,0,巴塞罗那,84,7,1-0,0-0,0,希洪竞技,113,12
2010-2011,4,2010-09-23 02:00,0,萨拉戈萨,111,19,0-0,0-0,0,赫库斯,2806,14
2010-2011,4,2010-09-23 04:00,0,巴伦西亚,91,2,1-1,0-1,0,马德里竞技,109,5
2010-2011,4,2010-09-24 02:00,1,赫塔菲,98,9,0-2,0-0,1,马拉加,102,16
2010-2011,4,2010-09-24 02:00,0,比利亚雷亚尔,107,6,1-0,1-0,0,拉科鲁尼亚,93,15
2010-2011,4,2010-09-24 04:00,0,塞维利亚,86,3,1-1,1-0,0,桑坦德竞技,104,17
2010-2011,5,2010-09-25 23:59,0,希洪竞技,113,15,0-2,0-2,0,巴伦西亚,91,2
2010-2011,5,2010-09-26 02:00,0,莱万特,103,18,0-0,0-0,0,皇家马德里,82,1
2010-2011,5,2010-09-26 04:00,1,毕尔巴鄂竞技,92,7,1-3,0-0,1,巴塞罗那,84,4
2010-2011,5,2010-09-26 23:00,0,西班牙人,100,9,1-0,1-0,1,奥萨苏纳,94,12
2010-2011,5,2010-09-26 23:00,0,马洛卡,101,16,2-0,1-0,0,皇家社会,106,13
2010-2011,5,2010-09-26 23:00,1,桑坦德竞技,104,14,0-1,0-1,0,赫塔菲,98,11
2010-2011,5,2010-09-26 23:00,1,拉科鲁尼亚,93,17,0-2,0-2,0,阿尔梅里亚,141,19
2010-2011,5,2010-09-27 01:00,0,赫库斯,2806,10,2-0,2-0,0,塞维利亚,86,5
2010-2011,5,2010-09-27 03:00,1,马德里竞技,109,6,1-0,1-0,0,萨拉戈萨,111,20
2010-2011,5,2010-09-28 03:00,1,马拉加,102,8,2-3,2-3,0,比利亚雷亚尔,107,3
2010-2011,6,2010-10-02 23:59,1,萨拉戈萨,111,20,2-2,0-1,0,希洪竞技,113,17
2010-2011,6,2010-10-03 02:00,0,皇家社会,106,16,1-0,0-0,0,西班牙人,100,6
2010-2011,6,2010-10-03 04:00,0,巴伦西亚,91,1,2-1,1-0,0,毕尔巴鄂竞技,92,9
2010-2011,6,2010-10-03 23:00,0,阿尔梅里亚,141,14,1-1,0-0,1,马拉加,102,13
2010-2011,6,2010-10-03 23:00,0,比利亚雷亚尔,107,2,2-0,2-0,0,桑坦德竞技,104,17
2010-2011,6,2010-10-03 23:00,0,奥萨苏纳,94,16,1-1,0-0,0,莱万特,103,18
2010-2011,6,2010-10-03 23:00,0,塞维利亚,86,7,3-1,2-0,0,马德里竞技,109,5
2010-2011,6,2010-10-03 23:00,0,赫塔菲,98,10,3-0,2-0,1,赫库斯,2806,8
2010-2011,6,2010-10-04 01:00,0,巴塞罗那,84,3,1-1,1-1,0,马洛卡,101,11
2010-2011,6,2010-10-04 03:00,0,皇家马德里,82,4,6-1,3-0,0,拉科鲁尼亚,93,19
2010-2011,7,2010-10-16 23:59,0,马德里竞技,109,7,2-0,1-0,0,赫塔菲,98,6
2010-2011,7,2010-10-17 02:00,0,巴塞罗那,84,4,2-1,0-1,0,巴伦西亚,91,1
2010-2011,7,2010-10-17 04:00,0,马拉加,102,10,1-4,0-2,0,皇家马德里,82,3
2010-2011,7,2010-10-17 23:00,0,拉科鲁尼亚,93,20,0-0,0-0,1,奥萨苏纳,94,15
2010-2011,7,2010-10-17 23:00,0,马洛卡,101,9,0-1,0-1,1,西班牙人,100,8
2010-2011,7,2010-10-17 23:00,0,莱万特,103,17,2-1,0-0,0,皇家社会,106,13
2010-2011,7,2010-10-17 23:00,0,桑坦德竞技,104,18,1-0,1-0,0,阿尔梅里亚,141,14
2010-2011,7,2010-10-18 01:00,0,毕尔巴鄂竞技,92,11,2-1,2-0,1,萨拉戈萨,111,19
2010-2011,7,2010-10-18 03:00,0,希洪竞技,113,16,2-0,1-0,0,塞维利亚,86,5
2010-2011,7,2010-10-19 03:00,1,赫库斯,2806,13,2-2,2-1,2,比利亚雷亚尔,107,4
2010-2011,8,2010-10-23 23:59,1,萨拉戈萨,111,20,0-2,0-1,0,巴塞罗那,84,2
2010-2011,8,2010-10-24 02:00,0,皇家马德里,82,1,6-1,3-0,0,桑坦德竞技,104,16
2010-2011,8,2010-10-24 04:00,0,巴伦西亚,91,3,1-2,1-2,0,马洛卡,101,10
2010-2011,8,2010-10-24 23:00,0,奥萨苏纳,94,18,3-0,2-0,0,马拉加,102,14
2010-2011,8,2010-10-24 23:00,0,西班牙人,100,6,2-1,1-0,1,莱万特,103,12
2010-2011,8,2010-10-24 23:00,0,赫塔菲,98,9,3-0,1-0,0,希洪竞技,113,11
2010-2011,8,2010-10-24 23:00,0,阿尔梅里亚,141,17,1-1,0-1,0,赫库斯,2806,13
2010-2011,8,2010-10-25 01:00,1,塞维利亚,86,7,4-3,2-0,0,毕尔巴鄂竞技,92,8
2010-2011,8,2010-10-25 03:00,0,比利亚雷亚尔,107,4,2-0,1-0,0,马德里竞技,109,5
2010-2011,8,2010-10-26 03:00,0,皇家社会,106,15,3-0,1-0,0,拉科鲁尼亚,93,19
2010-2011,9,2010-10-30 23:59,0,巴伦西亚,91,4,1-1,1-1,1,萨拉戈萨,111,20
2010-2011,9,2010-10-31 02:00,0,赫库斯,2806,13,1-3,1-0,0,皇家马德里,82,1
2010-2011,9,2010-10-31 04:00,0,巴塞罗那,84,3,5-0,2-0,1,塞维利亚,86,6
2010-2011,9,2010-10-31 23:59,0,桑坦德竞技,104,18,4-1,2-0,0,奥萨苏纳,94,12
2010-2011,9,2010-10-31 23:59,0,马拉加,102,17,1-2,0-1,0,皇家社会,106,11
2010-2011,9,2010-10-31 23:59,0,拉科鲁尼亚,93,19,3-0,1-0,0,西班牙人,100,5
2010-2011,9,2010-10-31 23:59,0,希洪竞技,113,14,1-1,0-0,1,比利亚雷亚尔,107,2
2010-2011,9,2010-11-01 02:00,0,马德里竞技,109,8,1-1,1-1,0,阿尔梅里亚,141,16
2010-2011,9,2010-11-01 04:00,0,毕尔巴鄂竞技,92,10,3-0,2-0,0,赫塔菲,98,7
2010-2011,9,2010-11-02 04:00,0,马洛卡,101,9,2-1,0-1,0,莱万特,103,15
2010-2011,10,2010-11-07 03:00,0,皇家社会,106,11,1-0,1-0,0,桑坦德竞技,104,12
2010-2011,10,2010-11-07 05:00,0,西班牙人,100,5,1-0,1-0,0,马拉加,102,18
2010-2011,10,2010-11-07 23:59,0,萨拉戈萨,111,20,3-2,0-1,0,马洛卡,101,7
2010-2011,10,2010-11-07 23:59,0,莱万特,103,17,1-2,0-1,0,拉科鲁尼亚,93,19
2010-2011,10,2010-11-07 23:59,0,比利亚雷亚尔,107,3,4-1,2-1,1,毕尔巴鄂竞技,92,9
2010-2011,10,2010-11-07 23:59,0,阿尔梅里亚,141,16,1-1,1-0,0,希洪竞技,113,15
2010-2011,10,2010-11-07 23:59,0,奥萨苏纳,94,13,3-0,1-0,0,赫库斯,2806,14
2010-2011,10,2010-11-08 02:00,1,赫塔菲,98,10,1-3,0-2,1,巴塞罗那,84,2
2010-2011,10,2010-11-08 04:00,0,皇家马德里,82,1,2-0,2-0,0,马德里竞技,109,6
2010-2011,10,2010-11-09 04:30,0,塞维利亚,86,9,2-0,0-0,1,巴伦西亚,91,5
2010-2011,11,2010-11-14 01:00,2,毕尔巴鄂竞技,92,10,1-0,1-0,0,阿尔梅里亚,141,16
2010-2011,11,2010-11-14 03:00,0,马德里竞技,109,8,3-0,2-0,1,奥萨苏纳,94,12
2010-2011,11,2010-11-14 05:00,0,巴塞罗那,84,2,3-1,1-1,0,比利亚雷亚尔,107,3
2010-2011,11,2010-11-14 23:59,0,赫库斯,2806,17,2-1,0-1,0,皇家社会,106,7
2010-2011,11,2010-11-14 23:59,0,马拉加,102,20,1-0,0-0,0,莱万特,103,18
2010-2011,11,2010-11-14 23:59,0,桑坦德竞技,104,14,0-0,0-0,0,西班牙人,100,4
2010-2011,11,2010-11-14 23:59,0,马洛卡,101,9,0-0,0-0,0,拉科鲁尼亚,93,15
2010-2011,11,2010-11-14 23:59,0,萨拉戈萨,111,19,1-2,0-1,1,塞维利亚,86,6
2010-2011,11,2010-11-15 02:00,1,希洪竞技,113,13,0-1,0-0,0,皇家马德里,82,1
2010-2011,11,2010-11-15 04:00,0,巴伦西亚,91,5,2-0,1-0,0,赫塔菲,98,11
2010-2011,12,2010-11-21 01:00,0,比利亚雷亚尔,107,3,1-1,0-1,1,巴伦西亚,91,4
2010-2011,12,2010-11-21 03:00,0,阿尔梅里亚,141,18,0-8,0-5,0,巴塞罗那,84,2
2010-2011,12,2010-11-21 05:00,0,皇家马德里,82,1,5-1,2-1,0,毕尔巴鄂竞技,92,8
2010-2011,12,2010-11-21 23:59,0,拉科鲁尼亚,93,15,3-0,2-0,0,马拉加,102,16
2010-2011,12,2010-11-21 23:59,0,莱万特,103,19,3-1,3-0,1,桑坦德竞技,104,14
2010-2011,12,2010-11-21 23:59,0,奥萨苏纳,94,12,1-0,0-0,0,希洪竞技,113,17
2010-2011,12,2010-11-21 23:59,0,西班牙人,100,6,3-0,1-0,1,赫库斯,2806,13
2010-2011,12,2010-11-22 02:00,0,塞维利亚,86,5,1-2,0-1,0,马洛卡,101,10
2010-2011,12,2010-11-22 04:00,0,皇家社会,106,9,2-4,1-0,0,马德里竞技,109,7
2010-2011,12,2010-11-23 04:00,0,赫塔菲,98,11,1-1,0-1,1,萨拉戈萨,111,20
2010-2011,13,2010-11-28 01:00,1,萨拉戈萨,111,20,0-3,0-2,0,比利亚雷亚尔,107,3
2010-2011,13,2010-11-28 03:00,0,塞维利亚,86,7,1-3,1-0,0,赫塔菲,98,12
2010-2011,13,2010-11-28 05:00,0,马德里竞技,109,6,2-3,1-1,0,西班牙人,100,4
2010-2011,13,2010-11-28 23:59,0,马洛卡,101,8,2-0,0-0,0,马拉加,102,18
2010-2011,13,2010-11-28 23:59,0,希洪竞技,113,17,1-3,1-2,0,皇家社会,106,9
2010-2011,13,2010-11-28 23:59,0,赫库斯,2806,14,3-1,1-1,0,莱万特,103,15
2010-2011,13,2010-11-28 23:59,0,桑坦德竞技,104,16,1-0,0-0,0,拉科鲁尼亚,93,13
2010-2011,13,2010-11-29 02:00,0,毕尔巴鄂竞技,92,10,1-0,0-0,0,奥萨苏纳,94,11
2010-2011,13,2010-11-29 04:00,0,巴伦西亚,91,5,2-1,1-0,0,阿尔梅里亚,141,19
2010-2011,13,2010-11-30 04:00,0,巴塞罗那,84,2,5-0,2-0,1,皇家马德里,82,1
2010-2011,14,2010-12-05 01:00,0,莱万特,103,16,2-0,1-0,0,马德里竞技,109,7
2010-2011,14,2010-12-05 03:45,0,奥萨苏纳,94,12,0-3,0-1,0,巴塞罗那,84,1
2010-2011,14,2010-12-05 05:00,0,皇家马德里,82,2,2-0,0-0,1,巴伦西亚,91,5
2010-2011,14,2010-12-05 23:59,0,马拉加,102,18,4-1,2-1,0,桑坦德竞技,104,16
2010-2011,14,2010-12-05 23:59,0,赫塔菲,98,11,3-0,2-0,1,马洛卡,101,6
2010-2011,14,2010-12-05 23:59,0,阿尔梅里亚,141,19,1-1,0-0,0,萨拉戈萨,111,20
2010-2011,14,2010-12-05 23:59,1,西班牙人,100,4,1-0,0-0,0,希洪竞技,113,17
2010-2011,14,2010-12-06 02:00,0,比利亚雷亚尔,107,3,1-0,1-0,0,塞维利亚,86,8
2010-2011,14,2010-12-06 04:00,0,皇家社会,106,9,2-0,1-0,0,毕尔巴鄂竞技,92,10
2010-2011,14,2010-12-07 04:00,0,拉科鲁尼亚,93,14,1-0,0-0,0,赫库斯,2806,13
2010-2011,15,2010-12-12 01:00,2,赫塔菲,98,9,1-0,0-0,0,比利亚雷亚尔,107,3
2010-2011,15,2010-12-12 03:00,1,塞维利亚,86,10,1-3,0-0,0,阿尔梅里亚,141,19
2010-2011,15,2010-12-12 05:00,0,马德里竞技,109,8,2-0,2-0,0,拉科鲁尼亚,93,12
2010-2011,15,2010-12-12 23:59,0,马洛卡,101,7,0-1,0-0,0,桑坦德竞技,104,16
2010-2011,15,2010-12-12 23:59,0,赫库斯,2806,14,4-1,0-1,0,马拉加,102,17
2010-2011,15,2010-12-12 23:59,0,希洪竞技,113,18,1-1,0-0,0,莱万特,103,15
2010-2011,15,2010-12-12 23:59,0,毕尔巴鄂竞技,92,11,2-1,0-1,0,西班牙人,100,4
2010-2011,15,2010-12-13 02:00,0,萨拉戈萨,111,20,1-3,0-2,0,皇家马德里,82,2
2010-2011,15,2010-12-13 04:00,0,巴塞罗那,84,1,5-0,2-0,0,皇家社会,106,6
2010-2011,15,2010-12-14 04:00,0,巴伦西亚,91,5,3-3,3-1,0,奥萨苏纳,94,15
2010-2011,16,2010-12-19 01:00,0,莱万特,103,16,1-2,1-1,0,毕尔巴鄂竞技,92,8
2010-2011,16,2010-12-19 01:00,0,比利亚雷亚尔,107,3,3-1,2-1,0,马洛卡,101,10
2010-2011,16,2010-12-19 01:00,0,拉科鲁尼亚,93,13,1-1,1-0,0,希洪竞技,113,19
2010-2011,16,2010-12-19 03:00,0,西班牙人,100,4,1-5,0-2,0,巴塞罗那,84,1
2010-2011,16,2010-12-19 05:00,0,皇家社会,106,9,1-2,1-1,0,巴伦西亚,91,5
2010-2011,16,2010-12-19 23:59,0,阿尔梅里亚,141,17,2-3,2-1,0,赫塔菲,98,7
2010-2011,16,2010-12-19 23:59,0,奥萨苏纳,94,15,0-0,0-0,0,萨拉戈萨,111,20
2010-2011,16,2010-12-20 02:00,0,马拉加,102,18,0-3,0-1,0,马德里竞技,109,6
2010-2011,16,2010-12-20 04:00,1,皇家马德里,82,2,1-0,0-0,1,塞维利亚,86,11
2010-2011,16,2010-12-21 04:00,0,桑坦德竞技,104,15,0-0,0-0,0,赫库斯,2806,12
2010-2011,17,2011-01-02 23:00,2,毕尔巴鄂竞技,92,8,1-2,0-1,1,拉科鲁尼亚,93,13
2010-2011,17,2011-01-03 01:00,0,希洪竞技,113,19,1-2,1-1,0,马拉加,102,18
2010-2011,17,2011-01-03 01:00,0,巴塞罗那,84,1,2-1,0-0,0,莱万特,103,16
2010-2011,17,2011-01-03 03:00,0,塞维利亚,86,11,1-0,1-0,0,奥萨苏纳,94,15
2010-2011,17,2011-01-03 05:00,1,巴伦西亚,91,4,2-1,1-1,0,西班牙人,100,5
2010-2011,17,2011-01-04 03:00,0,萨拉戈萨,111,20,2-1,1-1,0,皇家社会,106,10
2010-2011,17,2011-01-04 03:00,0,马德里竞技,109,6,0-0,0-0,0,桑坦德竞技,104,14
2010-2011,17,2011-01-04 03:00,0,马洛卡,101,11,3-0,2-0,0,赫库斯,2806,13
2010-2011,17,2011-01-04 03:00,0,比利亚雷亚尔,107,3,2-0,1-0,0,阿尔梅里亚,141,18
2010-2011,17,2011-01-04 05:00,0,赫塔菲,98,7,2-3,1-2,1,皇家马德里,82,2
2010-2011,18,2011-01-09 01:00,0,马拉加,102,16,1-1,0-0,0,毕尔巴鄂竞技,92,8
2010-2011,18,2011-01-09 03:00,0,皇家社会,106,11,2-3,2-1,0,塞维利亚,86,10
2010-2011,18,2011-01-09 05:00,0,拉科鲁尼亚,93,12,0-4,0-1,0,巴塞罗那,84,1
2010-2011,18,2011-01-09 23:59,0,奥萨苏纳,94,15,0-0,0-0,0,赫塔菲,98,7
2010-2011,18,2011-01-09 23:59,0,马洛卡,101,10,4-1,2-0,0,阿尔梅里亚,141,19
2010-2011,18,2011-01-09 23:59,0,桑坦德竞技,104,14,1-1,1-0,0,希洪竞技,113,20
2010-2011,18,2011-01-09 23:59,0,西班牙人,100,5,4-0,3-0,0,萨拉戈萨,111,18
2010-2011,18,2011-01-10 02:00,0,皇家马德里,82,2,4-2,2-2,0,比利亚雷亚尔,107,3
2010-2011,18,2011-01-10 04:00,0,莱万特,103,17,0-1,0-0,0,巴伦西亚,91,4
2010-2011,18,2011-01-11 04:00,0,赫库斯,2806,14,4-1,4-0,0,马德里竞技,109,6
2010-2011,19,2011-01-16 01:00,0,希洪竞技,113,18,2-0,2-0,0,赫库斯,2806,11
2010-2011,19,2011-01-16 01:00,0,比利亚雷亚尔,107,3,4-2,1-0,0,奥萨苏纳,94,15
2010-2011,19,2011-01-16 01:00,0,赫塔菲,98,7,0-4,0-2,0,皇家社会,106,12
2010-2011,19,2011-01-16 01:00,0,萨拉戈萨,111,20,1-0,1-0,0,莱万特,103,17
2010-2011,19,2011-01-16 03:00,0,毕尔巴鄂竞技,92,9,2-1,2-0,1,桑坦德竞技,104,14
2010-2011,19,2011-01-16 05:00,0,塞维利亚,86,10,1-2,0-1,0,西班牙人,100,5
2010-2011,19,2011-01-16 23:59,0,巴伦西亚,91,4,2-0,0-0,0,拉科鲁尼亚,93,13
2010-2011,19,2011-01-17 02:00,0,阿尔梅里亚,141,20,1-1,0-0,0,皇家马德里,82,2
2010-2011,19,2011-01-17 04:00,0,巴塞罗那,84,1,4-1,3-0,0,马拉加,102,16
2010-2011,19,2011-01-18 04:00,1,马德里竞技,109,7,3-0,2-0,1,马洛卡,101,8
2010-2011,20,2011-01-23 01:00,0,塞维利亚,86,10,4-1,3-0,0,莱万特,103,19
2010-2011,20,2011-01-23 03:00,0,巴塞罗那,84,1,3-0,2-0,0,桑坦德竞技,104,14
2010-2011,20,2011-01-23 05:00,0,巴伦西亚,91,4,4-3,1-2,2,马拉加,102,16
2010-2011,20,2011-01-23 23:59,0,赫塔菲,98,8,1-3,1-0,0,西班牙人,100,5
2010-2011,20,2011-01-23 23:59,0,阿尔梅里亚,141,20,3-2,2-1,0,奥萨苏纳,94,15
2010-2011,20,2011-01-23 23:59,0,萨拉戈萨,111,18,1-0,1-0,0,拉科鲁尼亚,93,13
2010-2011,20,2011-01-23 23:59,0,希洪竞技,113,17,1-0,0-0,0,马德里竞技,109,6
2010-2011,20,2011-01-24 02:00,0,皇家马德里,82,2,1-0,0-0,0,马洛卡,101,9
2010-2011,20,2011-01-24 04:00,0,比利亚雷亚尔,107,4,2-1,1-1,0,皇家社会,106,11
2010-2011,20,2011-01-25 04:00,0,毕尔巴鄂竞技,92,8,3-0,1-0,0,赫库斯,2806,12
2010-2011,21,2011-01-30 01:00,0,马拉加,102,19,1-2,1-1,0,萨拉戈萨,111,16
2010-2011,21,2011-01-30 01:00,0,马洛卡,101,9,0-4,0-1,0,希洪竞技,113,15
2010-2011,21,2011-01-30 01:00,0,皇家社会,106,11,2-0,1-0,0,阿尔梅里亚,141,18
2010-2011,21,2011-01-30 01:00,1,莱万特,103,20,2-0,0-0,1,赫塔菲,98,10
2010-2011,21,2011-01-30 03:00,1,赫库斯,2806,12,0-3,0-1,0,巴塞罗那,84,1
2010-2011,21,2011-01-30 05:00,0,拉科鲁尼亚,93,13,3-3,1-0,1,塞维利亚,86,8
2010-2011,21,2011-01-30 23:59,1,马德里竞技,109,7,0-2,0-1,0,毕尔巴鄂竞技,92,6
2010-2011,21,2011-01-31 02:00,0,奥萨苏纳,94,17,1-0,0-0,0,皇家马德里,82,2
2010-2011,21,2011-01-31 04:00,0,西班牙人,100,5,0-1,0-1,0,比利亚雷亚尔,107,3
2010-2011,21,2011-02-01 04:00,1,桑坦德竞技,104,14,1-1,1-0,1,巴伦西亚,91,4
2010-2011,22,2011-02-06 01:00,0,赫塔菲,98,10,4-1,3-0,0,拉科鲁尼亚,93,14
2010-2011,22,2011-02-06 01:00,0,萨拉戈萨,111,15,1-1,1-1,0,桑坦德竞技,104,17
2010-2011,22,2011-02-06 01:00,0,阿尔梅里亚,141,19,3-2,3-1,0,西班牙人,100,5
2010-2011,22,2011-02-06 01:00,0,奥萨苏纳,94,16,1-1,1-1,0,马洛卡,101,11
2010-2011,22,2011-02-06 01:00,0,毕尔巴鄂竞技,92,6,3-0,2-0,1,希洪竞技,113,12
2010-2011,22,2011-02-06 03:00,0,比利亚雷亚尔,107,3,0-1,0-0,0,莱万特,103,18
2010-2011,22,2011-02-06 05:00,0,巴塞罗那,84,1,3-0,2-0,0,马德里竞技,109,7
2010-2011,22,2011-02-06 23:59,0,塞维利亚,86,9,0-0,0-0,0,马拉加,102,20
2010-2011,22,2011-02-07 02:00,0,皇家马德里,82,2,4-1,3-0,0,皇家社会,106,10
2010-2011,22,2011-02-07 04:00,0,巴伦西亚,91,4,2-0,1-0,0,赫库斯,2806,15
2010-2011,23,2011-02-13 01:00,1,马德里竞技,109,8,1-2,1-1,0,巴伦西亚,91,4
2010-2011,23,2011-02-13 03:00,0,希洪竞技,113,13,1-1,1-0,0,巴塞罗那,84,1
2010-2011,23,2011-02-13 05:00,1,桑坦德竞技,104,16,3-2,2-1,0,塞维利亚,86,7
2010-2011,23,2011-02-13 23:59,0,皇家社会,106,10,1-0,0-0,1,奥萨苏纳,94,15
2010-2011,23,2011-02-13 23:59,0,马拉加,102,20,2-2,0-2,0,赫塔菲,98,9
2010-2011,23,2011-02-13 23:59,0,莱万特,103,18,1-0,0-0,0,阿尔梅里亚,141,19
2010-2011,23,2011-02-13 23:59,0,赫库斯,2806,16,2-1,0-1,0,萨拉戈萨,111,14
2010-2011,23,2011-02-14 02:00,0,拉科鲁尼亚,93,17,1-0,0-0,0,比利亚雷亚尔,107,4
2010-2011,23,2011-02-14 04:00,0,西班牙人,100,6,0-1,0-1,1,皇家马德里,82,2
2010-2011,23,2011-02-15 04:00,0,马洛卡,101,11,1-0,1-0,0,毕尔巴鄂竞技,92,5
2010-2011,24,2011-02-20 01:00,0,巴伦西亚,91,3,0-0,0-0,0,希洪竞技,113,16
2010-2011,24,2011-02-20 03:00,0,皇家马德里,82,2,2-0,2-0,0,莱万特,103,15
2010-2011,24,2011-02-20 05:00,0,萨拉戈萨,111,17,0-1,0-0,0,马德里竞技,109,11
2010-2011,24,2011-02-20 23:59,1,赫塔菲,98,7,0-1,0-0,0,桑坦德竞技,104,13
2010-2011,24,2011-02-20 23:59,0,奥萨苏纳,94,18,4-0,1-0,0,西班牙人,100,6
2010-2011,24,2011-02-20 23:59,0,比利亚雷亚尔,107,4,1-1,1-0,0,马拉加,102,20
2010-2011,24,2011-02-20 23:59,0,阿尔梅里亚,141,19,1-1,0-0,0,拉科鲁尼亚,93,14
2010-2011,24,2011-02-21 02:00,0,塞维利亚,86,8,1-0,1-0,0,赫库斯,2806,12
2010-2011,24,2011-02-21 04:00,0,巴塞罗那,84,1,2-1,1-0,0,毕尔巴鄂竞技,92,5
2010-2011,24,2011-02-22 04:00,0,皇家社会,106,9,1-0,0-0,0,马洛卡,101,10
2010-2011,25,2011-02-27 01:00,0,西班牙人,100,6,4-1,1-1,0,皇家社会,106,8
2010-2011,25,2011-02-27 01:00,0,马德里竞技,109,9,2-2,0-1,0,塞维利亚,86,7
2010-2011,25,2011-02-27 01:00,0,希洪竞技,113,16,0-0,0-0,0,萨拉戈萨,111,18
2010-2011,25,2011-02-27 03:00,0,马洛卡,101,11,0-3,0-1,0,巴塞罗那,84,1
2010-2011,25,2011-02-27 05:00,0,拉科鲁尼亚,93,13,0-0,0-0,0,皇家马德里,82,2
2010-2011,25,2011-02-27 23:59,0,莱万特,103,17,2-1,1-1,0,奥萨苏纳,94,14
2010-2011,25,2011-02-27 23:59,1,赫库斯,2806,16,0-0,0-0,0,赫塔菲,98,10
2010-2011,25,2011-02-28 02:00,0,桑坦德竞技,104,12,2-2,1-0,0,比利亚雷亚尔,107,4
2010-2011,25,2011-02-28 04:00,0,毕尔巴鄂竞技,92,6,1-2,1-0,0,巴伦西亚,91,3
2010-2011,25,2011-03-01 04:00,0,马拉加,102,20,3-1,0-1,2,阿尔梅里亚,141,19
2010-2011,26,2011-03-02 03:00,0,西班牙人,100,5,1-2,1-0,0,马洛卡,101,11
2010-2011,26,2011-03-02 05:00,0,塞维利亚,86,7,3-0,2-0,1,希洪竞技,113,17
2010-2011,26,2011-03-03 03:00,0,赫塔菲,98,11,1-1,1-0,0,马德里竞技,109,8
2010-2011,26,2011-03-03 03:00,0,比利亚雷亚尔,107,4,1-0,1-0,0,赫库斯,2806,15
2010-2011,26,2011-03-03 03:00,0,皇家社会,106,9,1-1,0-0,0,莱万特,103,13
2010-2011,26,2011-03-03 03:00,0,萨拉戈萨,111,18,2-1,0-1,0,毕尔巴鄂竞技,92,6
2010-2011,26,2011-03-03 03:00,0,奥萨苏纳,94,16,0-0,0-0,0,拉科鲁尼亚,93,14
2010-2011,26,2011-03-03 05:00,0,巴伦西亚,91,3,0-1,0-0,0,巴塞罗那,84,1
2010-2011,26,2011-03-04 03:00,0,阿尔梅里亚,141,20,1-1,0-1,1,桑坦德竞技,104,12
2010-2011,26,2011-03-04 05:00,0,皇家马德里,82,2,7-0,3-0,1,马拉加,102,19
2010-2011,27,2011-03-06 01:00,0,马洛卡,101,10,1-2,1-1,0,巴伦西亚,91,3
2010-2011,27,2011-03-06 03:00,0,巴塞罗那,84,1,1-0,1-0,0,萨拉戈萨,111,15
2010-2011,27,2011-03-06 05:00,0,马德里竞技,109,8,3-1,1-1,0,比利亚雷亚尔,107,4
2010-2011,27,2011-03-06 23:59,0,莱万特,103,13,1-0,1-0,0,西班牙人,100,6
2010-2011,27,2011-03-06 23:59,1,希洪竞技,113,18,2-0,2-0,0,赫塔菲,98,11
2010-2011,27,2011-03-06 23:59,0,马拉加,102,19,0-1,0-0,0,奥萨苏纳,94,16
2010-2011,27,2011-03-06 23:59,0,赫库斯,2806,17,1-2,0-0,0,阿尔梅里亚,141,20
2010-2011,27,2011-03-07 02:00,0,毕尔巴鄂竞技,92,7,2-0,0-0,0,塞维利亚,86,8
2010-2011,27,2011-03-07 04:00,0,桑坦德竞技,104,12,1-3,0-2,0,皇家马德里,82,2
2010-2011,27,2011-03-08 04:00,0,拉科鲁尼亚,93,16,2-1,1-0,0,皇家社会,106,9
2010-2011,28,2011-03-13 01:00,0,阿尔梅里亚,141,19,2-2,0-1,0,马德里竞技,109,7
2010-2011,28,2011-03-13 03:00,0,皇家马德里,82,2,2-0,1-0,0,赫库斯,2806,18
2010-2011,28,2011-03-13 05:00,0,萨拉戈萨,111,17,4-0,2-0,1,巴伦西亚,91,3
2010-2011,28,2011-03-13 23:59,0,西班牙人,100,6,2-0,0-0,1,拉科鲁尼亚,93,13
2010-2011,28,2011-03-13 23:59,1,奥萨苏纳,94,15,3-1,2-0,0,桑坦德竞技,104,14
2010-2011,28,2011-03-13 23:59,0,莱万特,103,12,1-1,1-0,0,马洛卡,101,10
2010-2011,28,2011-03-13 23:59,0,皇家社会,106,9,0-2,0-1,0,马拉加,102,20
2010-2011,28,2011-03-14 02:00,0,比利亚雷亚尔,107,4,1-1,1-0,2,希洪竞技,113,16
2010-2011,28,2011-03-14 04:00,0,塞维利亚,86,8,1-1,0-1,0,巴塞罗那,84,1
2010-2011,28,2011-03-15 04:00,0,赫塔菲,98,11,2-2,0-0,0,毕尔巴鄂竞技,92,5
2010-2011,29,2011-03-20 01:00,0,马洛卡,101,10,1-0,0-0,1,萨拉戈萨,111,15
