轮次,时间,主队红牌,主队名称,主队名次,比分,半场比分,主队红牌,主队名称,主队名次,全场让球,半场让球,全场大小,半场大小
13,2014-11-30 01:00,0,西班牙人,15,2-1,2-1,0,莱万特,14,平/半,平/半,2/2.5,0.5/1
13,2014-11-30 03:00,0,马拉加,6,1-2,0-1,1,皇家马德里,1,半球,半球,3.5,1.5
13,2014-11-30 05:00,0,塞尔塔,7,0-1,0-1,0,埃瓦尔,13,平/半,平/半,2.5/3,1
13,2014-11-30 19:00,0,马德里竞技,3,2-0,1-0,0,拉科鲁尼亚,18,半/一,半/一,2.5/3,1/1.5
13,2014-11-30 23:59,0,塞维利亚,5,5-1,1-1,0,格拉那达,16,半球,半球,2.5/3,1
13,2014-12-01 02:00,0,科尔多瓦,20,0-2,0-1,0,比利亚雷亚尔,8,平/半,平/半,2/2.5,0.5/1
13,2014-12-01 04:00,0,巴伦西亚,4,0-1,0-0,0,巴塞罗那,2,平/半,平/半,3/3.5,1/1.5
13,2014-12-02 03:45,0,阿尔梅里亚,17,0-1,0-0,0,巴列卡诺,13,平/半,平/半,2/2.5,1
14,2014-12-06 23:00,0,艾尔切,19,0-2,0-1,0,马德里竞技,3,平/半,平/半,2/2.5,0.5/1
14,2014-12-07 01:00,0,毕尔巴鄂竞技,9,0-1,0-1,0,科尔多瓦,20,半球,半球,2.5,1
14,2014-12-07 03:00,0,皇家马德里,1,3-0,1-0,0,塞尔塔,8,一/球半,一/球半,4,1.5/2
14,2014-12-07 05:00,0,拉科鲁尼亚,18,0-1,0-1,0,马拉加,7,平手,平手,2/2.5,0.5/1
14,2014-12-07 19:00,0,巴列卡诺,10,0-1,0-1,1,塞维利亚,4,平/半,平/半,2.5,1
14,2014-12-07 23:59,0,巴塞罗那,3,5-1,1-1,0,西班牙人,12,一/球半,一/球半,3.5/4,1.5/2
14,2014-12-08 02:00,0,比利亚雷亚尔,7,4-0,0-0,0,皇家社会,14,平/半,平/半,2.5/3,1
14,2014-12-08 04:00,0,格拉那达,16,1-1,0-0,1,巴伦西亚,5,平/半,平/半,2.5,1
14,2014-12-08 23:59,0,埃瓦尔,11,5-2,3-1,0,阿尔梅里亚,17,平/半,平/半,2,0.5/1
14,2014-12-09 02:00,0,莱万特,16,1-1,0-0,0,赫塔菲,13,平手,平手,2,0.5/1
15,2014-12-13 03:45,0,阿尔梅里亚,17,1-4,1-2,0,皇家马德里,1,半/一,半/一,3.5,1.5
15,2014-12-13 23:00,0,赫塔菲,12,0-0,0-0,0,巴塞罗那,2,半/一,半/一,3/3.5,1/1.5
15,2014-12-14 01:00,1,巴伦西亚,5,3-0,3-0,0,巴列卡诺,11,半球,半球,3,1/1.5
15,2014-12-14 03:00,0,科尔多瓦,18,0-0,0-0,0,莱万特,15,平/半,平/半,2/2.5,0.5/1
15,2014-12-14 05:00,0,马拉加,7,1-0,1-0,0,塞尔塔,8,平/半,平/半,2.5,1
15,2014-12-14 19:00,0,西班牙人,13,2-1,1-0,1,格拉那达,16,平/半,平/半,2/2.5,0.5/1
15,2014-12-14 23:59,0,塞维利亚,4,0-0,0-0,0,埃瓦尔,9,半球,半球,2.5,1
15,2014-12-15 02:00,0,马德里竞技,3,0-1,0-0,0,比利亚雷亚尔,7,平/半,平/半,2.5,1
15,2014-12-15 04:00,0,皇家社会,15,1-1,1-0,1,毕尔巴鄂竞技,10,平手,平手,2.5,1
15,2014-12-16 03:45,0,拉科鲁尼亚,19,1-0,1-0,0,艾尔切,20,平/半,平/半,2/2.5,0.5/1
16,2014-12-20 03:45,0,塞尔塔,8,0-1,0-1,0,阿尔梅里亚,19,平/半,平/半,2.5,1
16,2014-12-20 23:00,0,巴塞罗那,2,5-0,1-0,0,科尔多瓦,19,一/球半,一/球半,4/4.5,1.5/2
16,2014-12-21 01:00,0,莱万特,15,1-1,0-0,0,皇家社会,14,平手,平手,2/2.5,0.5/1
16,2014-12-21 03:00,0,埃瓦尔,9,0-1,0-1,0,巴伦西亚,5,平/半,平/半,2/2.5,0.5/1
16,2014-12-21 05:00,0,巴列卡诺,12,1-3,1-1,1,西班牙人,11,平手,平手,2.5,1
16,2014-12-21 19:00,1,比利亚雷亚尔,6,3-0,1-0,0,拉科鲁尼亚,16,半球,半球,2.5/3,1
16,2014-12-21 23:59,0,格拉那达,18,1-1,1-0,0,赫塔菲,13,平手,平手,2/2.5,0.5/1
16,2014-12-22 02:00,0,艾尔切,20,1-2,1-0,0,马拉加,7,平手,平手,2/2.5,0.5/1
16,2014-12-22 04:00,0,毕尔巴鄂竞技,11,1-4,1-0,0,马德里竞技,3,平/半,平/半,2/2.5,0.5/1
16,2015-02-05 03:45,0,皇家马德里,1,2-1,2-0,0,塞维利亚,4,半球,半球,3.5,1.5
17,2015-01-03 23:00,0,马德里竞技,3,3-1,1-0,0,莱万特,15,半/一,半/一,2.5/3,1/1.5
17,2015-01-04 01:00,0,塞维利亚,6,1-0,1-0,1,塞尔塔,8,平/半,平/半,2.5/3,1
17,2015-01-04 03:00,0,艾尔切,20,2-2,2-2,0,比利亚雷亚尔,5,平/半,平/半,2/2.5,0.5/1
17,2015-01-04 05:00,0,拉科鲁尼亚,17,1-0,1-0,0,毕尔巴鄂竞技,11,平手,平手,2/2.5,0.5/1
17,2015-01-04 05:00,0,马拉加,7,1-2,0-1,1,阿尔梅里亚,16,半球,半球,2.5,1
17,2015-01-04 19:00,0,赫塔菲,12,1-2,1-1,0,巴列卡诺,13,平/半,平/半,2.5,1
17,2015-01-04 23:59,0,巴伦西亚,5,2-1,0-1,0,皇家马德里,1,半球,半球,3.5,1.5
17,2015-01-05 02:00,0,西班牙人,10,1-2,0-2,0,埃瓦尔,9,平/半,平/半,2/2.5,0.5/1
17,2015-01-05 04:00,0,皇家社会,16,1-0,1-0,0,巴塞罗那,2,半球,半球,3/3.5,1/1.5
17,2015-01-06 03:45,0,科尔多瓦,19,2-0,2-0,0,格拉那达,18,平手,平手,2/2.5,0.5/1
18,2015-01-10 03:45,0,莱万特,17,0-0,0-0,0,拉科鲁尼亚,16,平手,平手,2/2.5,0.5/1
18,2015-01-10 23:00,1,皇家马德里,1,3-0,2-0,0,西班牙人,10,一/球半,一/球半,4,1.5/2
18,2015-01-11 01:00,0,马拉加,7,1-1,0-1,0,比利亚雷亚尔,6,平手,平手,2/2.5,0.5/1
18,2015-01-11 03:00,0,塞尔塔,9,1-1,0-1,0,巴伦西亚,4,平手,平手,2.5,1
18,2015-01-11 05:00,0,埃瓦尔,8,2-1,1-0,0,赫塔菲,14,平手,平手,2/2.5,0.5/1
18,2015-01-11 19:00,0,阿尔梅里亚,16,0-2,0-0,0,塞维利亚,5,平/半,平/半,2/2.5,0.5/1
18,2015-01-11 23:59,0,毕尔巴鄂竞技,12,1-2,0-1,0,艾尔切,20,半球,半球,2.5,1
18,2015-01-12 02:00,0,格拉那达,19,1-1,0-1,0,皇家社会,13,平手,平手,2/2.5,0.5/1
18,2015-01-12 04:00,0,巴塞罗那,2,3-1,2-0,0,马德里竞技,3,半球,半球,3,1/1.5
18,2015-01-13 03:45,0,巴列卡诺,11,0-1,0-1,0,科尔多瓦,18,平/半,平/半,2.5,1
19,2015-01-17 03:45,1,科尔多瓦,16,1-1,1-0,1,埃瓦尔,8,平手,平手,2/2.5,0.5/1
19,2015-01-17 23:00,0,皇家社会,12,0-1,0-0,0,巴列卡诺,11,平/半,平/半,2.5,1
19,2015-01-18 01:00,0,巴伦西亚,5,3-2,2-2,0,阿尔梅里亚,17,半球,半球,2.5/3,1
19,2015-01-18 03:00,0,比利亚雷亚尔,6,2-0,1-0,0,毕尔巴鄂竞技,13,平/半,平/半,2.5,1
19,2015-01-18 05:00,0,西班牙人,10,1-0,0-0,0,塞尔塔,9,平手,平手,2.5,1
19,2015-01-18 19:00,0,赫塔菲,15,0-3,0-0,0,皇家马德里,1,半/一,半/一,3.5,1.5
19,2015-01-18 23:59,0,马德里竞技,3,2-0,1-0,0,格拉那达,20,半/一,半/一,2.5/3,1/1.5
19,2015-01-19 02:00,0,拉科鲁尼亚,16,0-4,0-2,0,巴塞罗那,2,半/一,半/一,3/3.5,1.5
19,2015-01-19 04:00,0,艾尔切,19,1-0,1-0,1,莱万特,18,平手,平手,2/2.5,0.5/1
19,2015-01-19 04:00,0,塞维利亚,4,2-0,1-0,0,马拉加,7,平/半,平/半,2.5,1
20,2015-01-24 23:00,1,科尔多瓦,14,1-2,1-1,1,皇家马德里,1,一球,一球,3.5,1.5
20,2015-01-25 01:00,1,艾尔切,16,0-6,0-1,0,巴塞罗那,2,半/一,半/一,3/3.5,1/1.5
20,2015-01-25 03:00,0,马德里竞技,3,3-1,2-1,0,巴列卡诺,10,半/一,半/一,2.5/3,1/1.5
20,2015-01-25 05:00,0,皇家社会,12,1-0,0-0,0,埃瓦尔,8,平/半,平/半,2/2.5,1
20,2015-01-25 05:00,0,比利亚雷亚尔,6,1-0,0-0,0,莱万特,19,半/一,半/一,2.5/3,1
20,2015-01-25 19:00,1,拉科鲁尼亚,16,2-2,2-1,0,格拉那达,20,平/半,平/半,2/2.5,0.5/1
20,2015-01-25 23:59,0,毕尔巴鄂竞技,13,1-1,0-0,0,马拉加,7,平/半,平/半,2/2.5,0.5/1
20,2015-01-26 02:00,0,西班牙人,9,3-0,2-0,0,阿尔梅里亚,18,平/半,平/半,2/2.5,1
20,2015-01-26 04:00,0,巴伦西亚,5,3-1,2-1,0,塞维利亚,4,平/半,平/半,2.5,1
20,2015-01-27 03:45,0,赫塔菲,16,2-1,1-1,0,塞尔塔,12,平手,平手,2/2.5,0.5/1
21,2015-01-31 03:45,0,巴列卡诺,10,1-2,1-1,0,拉科鲁尼亚,15,平/半,平/半,2/2.5,1
21,2015-01-31 23:00,0,皇家马德里,1,4-1,2-1,0,皇家社会,11,一球,一球,3.5/4,1.5/2
21,2015-02-01 01:00,0,埃瓦尔,8,1-3,0-3,0,马德里竞技,3,平/半,平/半,2/2.5,0.5/1
21,2015-02-01 03:00,0,格拉那达,20,1-0,0-0,1,艾尔切,17,平/半,平/半,2/2.5,0.5/1
21,2015-02-01 05:00,0,塞尔塔,12,1-0,0-0,0,科尔多瓦,14,半球,半球,2.5,1
21,2015-02-01 19:00,0,莱万特,19,0-2,0-0,0,毕尔巴鄂竞技,13,平手,平手,2/2.5,0.5/1
21,2015-02-01 23:59,1,阿尔梅里亚,18,1-0,1-0,1,赫塔菲,16,平手,平手,2/2.5,0.5/1
21,2015-02-02 02:00,0,塞维利亚,5,3-2,2-1,1,西班牙人,9,平/半,平/半,2.5,1
21,2015-02-02 04:00,0,巴塞罗那,2,3-2,1-1,0,比利亚雷亚尔,6,半/一,半/一,3.5,1.5
21,2015-02-03 03:45,0,马拉加,7,1-0,1-0,1,巴伦西亚,5,平手,平手,2.5,1
22,2015-02-07 03:45,0,拉科鲁尼亚,14,2-0,0-0,0,埃瓦尔,8,平手,平手,2,0.5/1
22,2015-02-07 23:00,0,马德里竞技,3,4-0,2-0,0,皇家马德里,1,平手,平手,2.5,1
22,2015-02-08 01:00,0,比利亚雷亚尔,6,2-0,1-0,0,格拉那达,18,半/一,半/一,2.5/3,1
22,2015-02-08 03:00,0,莱万特,20,4-1,2-1,0,马拉加,7,平手,平手,2/2.5,0.5/1
22,2015-02-08 05:00,0,皇家社会,14,1-1,1-0,0,塞尔塔,10,平手,平手,2.5,1
22,2015-02-08 19:00,0,科尔多瓦,17,1-2,1-0,0,阿尔梅里亚,16,平/半,平/半,2,0.5/1
22,2015-02-08 23:59,0,赫塔菲,15,2-1,1-0,0,塞维利亚,4,平/半,平/半,2/2.5,0.5/1
22,2015-02-09 02:00,0,西班牙人,9,1-2,0-0,0,巴伦西亚,5,平手,平手,2.5,1
22,2015-02-09 04:00,1,毕尔巴鄂竞技,12,2-5,0-2,0,巴塞罗那,2,半球,半球,3,1/1.5
22,2015-02-10 03:45,0,艾尔切,20,2-0,1-0,1,巴列卡诺,15,平手,平手,2/2.5,0.5/1
23,2015-02-14 03:45,0,阿尔梅里亚,16,2-2,2-1,0,皇家社会,12,平手,平手,2/2.5,0.5/1
23,2015-02-14 23:00,1,塞维利亚,5,3-0,2-0,1,科尔多瓦,19,半球,半球,2.5/3,1
23,2015-02-15 01:00,0,皇家马德里,1,2-0,1-0,0,拉科鲁尼亚,12,球半,球半,4,1.5/2
23,2015-02-15 03:00,1,格拉那达,20,0-0,0-0,0,毕尔巴鄂竞技,13,平/半,平/半,2,0.5/1
23,2015-02-15 05:00,0,马拉加,7,0-2,0-1,1,西班牙人,9,平/半,平/半,2.5,1
23,2015-02-15 19:00,0,巴伦西亚,5,1-0,0-0,0,赫塔菲,14,半球,半球,2.5/3,1
23,2015-02-15 23:59,0,巴塞罗那,2,5-0,2-0,0,莱万特,18,球半,球半,4/4.5,1.5/2
23,2015-02-16 02:00,0,巴列卡诺,16,2-0,0-0,0,比利亚雷亚尔,6,平/半,平/半,2.5,1
23,2015-02-16 04:00,0,塞尔塔,10,2-0,0-0,0,马德里竞技,3,平/半,平/半,2/2.5,0.5/1
23,2015-02-17 03:45,1,埃瓦尔,10,0-1,0-0,0,艾尔切,17,平/半,平/半,2,0.5/1
24,2015-02-21 03:45,0,赫塔菲,15,2-1,1-0,0,西班牙人,8,平手,平手,2/2.5,0.5/1
24,2015-02-21 23:00,0,巴塞罗那,2,0-1,0-1,0,马拉加,7,一球,一球,3.5/4,1.5
24,2015-02-22 01:00,0,科尔多瓦,20,1-2,0-1,0,巴伦西亚,4,平/半,平/半,2/2.5,0.5/1
24,2015-02-22 03:00,1,马德里竞技,3,3-0,3-0,0,阿尔梅里亚,16,半/一,半/一,2.5/3,1/1.5
24,2015-02-22 05:00,1,拉科鲁尼亚,15,0-2,0-0,0,塞尔塔,9,平手,平手,2/2.5,0.5/1
24,2015-02-22 19:00,0,皇家社会,13,4-3,1-1,0,塞维利亚,5,平手,平手,2.5,1
24,2015-02-22 23:59,0,毕尔巴鄂竞技,14,1-0,0-0,0,巴列卡诺,12,平/半,平/半,2.5/3,1
24,2015-02-23 02:00,0,比利亚雷亚尔,6,1-0,0-0,0,埃瓦尔,10,半球,半球,2.5,1
24,2015-02-23 04:00,0,艾尔切,17,0-2,0-0,0,皇家马德里,1,一球,一球,3/3.5,1.5
24,2015-02-24 03:45,1,莱万特,19,2-1,0-1,2,格拉那达,18,平/半,平/半,2,0.5/1
25,2015-02-28 03:45,0,西班牙人,9,1-0,1-0,0,科尔多瓦,20,平/半,平/半,2/2.5,0.5/1
25,2015-02-28 23:00,0,格拉那达,19,1-3,0-1,0,巴塞罗那,2,一球,一球,3/3.5,1.5
25,2015-03-01 01:00,0,巴列卡诺,14,4-2,4-1,0,莱万特,18,平/半,平/半,2/2.5,0.5/1
25,2015-03-01 03:00,2,阿尔梅里亚,16,0-0,0-0,0,拉科鲁尼亚,15,平/半,平/半,2,0.5/1
25,2015-03-01 05:00,0,马拉加,7,3-2,1-0,0,赫塔菲,13,平/半,平/半,2/2.5,0.5/1
25,2015-03-01 19:00,0,巴伦西亚,4,2-0,0-0,0,皇家社会,11,平/半,平/半,2.5/3,1
25,2015-03-01 23:59,0,埃瓦尔,12,0-1,0-1,0,毕尔巴鄂竞技,13,平手,平手,2/2.5,0.5/1
25,2015-03-02 02:00,0,塞维利亚,5,0-0,0-0,0,马德里竞技,3,平手,平手,2/2.5,0.5/1
25,2015-03-02 04:00,0,皇家马德里,1,1-1,0-0,0,比利亚雷亚尔,6,半/一,半/一,3/3.5,1/1.5
25,2015-03-03 03:45,0,塞尔塔,9,1-1,0-0,0,艾尔切,17,平/半,平/半,2.5,1
26,2015-03-07 03:45,0,莱万特,18,2-1,0-0,1,埃瓦尔,13,平手,平手,2,0.5/1
26,2015-03-07 23:00,0,拉科鲁尼亚,15,3-4,1-1,0,塞维利亚,5,平/半,平/半,2.5,1
26,2015-03-08 01:00,0,毕尔巴鄂竞技,10,1-0,1-0,0,皇家马德里,1,半球,半球,3,1/1.5
26,2015-03-08 03:00,0,艾尔切,18,1-0,1-0,0,阿尔梅里亚,17,平/半,平/半,2/2.5,0.5/1
26,2015-03-08 05:00,0,格拉那达,19,1-0,0-0,0,马拉加,7,平手,平手,2,0.5/1
26,2015-03-08 19:00,1,巴塞罗那,2,6-1,1-0,1,巴列卡诺,11,球半,球半,4/4.5,1.5/2
26,2015-03-08 23:59,0,皇家社会,12,1-0,1-0,0,西班牙人,10,平/半,平/半,2/2.5,0.5/1
26,2015-03-09 02:00,0,比利亚雷亚尔,6,4-1,2-0,0,塞尔塔,9,平/半,平/半,2.5,1
26,2015-03-09 04:00,0,马德里竞技,3,1-1,1-0,1,巴伦西亚,4,平/半,平/半,2.5,1
26,2015-03-10 03:45,0,科尔多瓦,20,1-2,0-0,0,赫塔菲,15,平手,平手,2,0.5/1
27,2015-03-14 03:45,0,巴伦西亚,4,2-0,0-0,0,拉科鲁尼亚,16,半球,半球,2.5,1
27,2015-03-14 23:00,0,西班牙人,10,0-0,0-0,1,马德里竞技,4,平/半,平/半,2/2.5,0.5/1
27,2015-03-15 01:00,0,埃瓦尔,14,0-2,0-1,0,巴塞罗那,1,一球,一球,3/3.5,1/1.5
27,2015-03-15 03:00,0,巴列卡诺,13,3-1,0-1,0,格拉那达,19,平/半,平/半,2.5,1
27,2015-03-15 05:00,0,塞尔塔,9,1-2,0-2,1,毕尔巴鄂竞技,8,平/半,平/半,2/2.5,0.5/1
27,2015-03-15 19:00,1,阿尔梅里亚,18,0-0,0-0,1,比利亚雷亚尔,6,平/半,平/半,2.5,1
27,2015-03-15 23:59,0,马拉加,7,2-0,0-0,0,科尔多瓦,20,半球,半球,2/2.5,0.5/1
27,2015-03-16 02:00,0,塞维利亚,5,3-0,2-0,0,艾尔切,15,半球,半球,2.5,1
27,2015-03-16 04:00,0,皇家马德里,2,2-0,2-0,0,莱万特,17,球半,球半,4.5,2
27,2015-03-17 03:45,0,赫塔菲,13,0-1,0-0,0,皇家社会,12,平手,平手,2/2.5,0.5/1
28,2015-03-21 03:45,0,艾尔切,15,0-4,0-1,0,巴伦西亚,3,平/半,平/半,2/2.5,0.5/1
28,2015-03-21 23:00,0,马德里竞技,4,2-0,2-0,0,赫塔菲,13,半/一,半/一,2.5/3,1
28,2015-03-22 01:00,0,巴列卡诺,12,1-0,1-0,1,马拉加,7,平手,平手,2.5,1
28,2015-03-22 03:00,0,莱万特,18,0-1,0-0,0,塞尔塔,11,平手,平手,2,0.5/1
28,2015-03-22 05:00,0,格拉那达,19,0-0,0-0,0,埃瓦尔,14,平/半,平/半,2,0.5/1
28,2015-03-22 05:00,0,毕尔巴鄂竞技,8,2-1,2-0,1,阿尔梅里亚,16,半球,半球,2.5,1
28,2015-03-22 19:00,0,拉科鲁尼亚,17,0-0,0-0,0,西班牙人,11,平手,平手,2/2.5,0.5/1
28,2015-03-22 23:59,0,比利亚雷亚尔,6,0-2,0-0,0,塞维利亚,5,平/半,平/半,2.5,1
28,2015-03-23 02:00,0,皇家社会,12,3-1,1-1,3,科尔多瓦,20,平/半,平/半,2.5,1
28,2015-03-23 04:00,0,巴塞罗那,1,2-1,1-1,0,皇家马德里,2,平/半,平/半,3/3.5,1/1.5
29,2015-04-04 02:45,1,埃瓦尔,14,1-2,1-2,0,巴列卡诺,11,平手,平手,2/2.5,0.5/1
29,2015-04-04 22:00,0,塞维利亚,5,2-0,2-0,0,毕尔巴鄂竞技,8,平/半,平/半,2.5,1
29,2015-04-04 23:59,0,科尔多瓦,20,0-2,0-2,0,马德里竞技,4,平/半,平/半,2/2.5,0.5/1
29,2015-04-05 02:00,1,阿尔梅里亚,17,1-4,0-2,0,莱万特,18,平/半,平/半,2/2.5,0.5/1
29,2015-04-05 04:00,0,马拉加,7,1-1,0-0,0,皇家社会,10,平/半,平/半,2/2.5,0.5/1
29,2015-04-05 18:00,0,皇家马德里,2,9-1,4-0,0,格拉那达,19,球半,球半,4,1.5/2
29,2015-04-05 23:00,0,巴伦西亚,4,0-0,0-0,0,比利亚雷亚尔,6,平/半,平/半,2.5,1
29,2015-04-06 01:00,0,赫塔菲,13,2-1,2-0,0,拉科鲁尼亚,17,平/半,平/半,2/2.5,0.5/1
29,2015-04-06 03:00,1,塞尔塔,11,0-1,0-0,0,巴塞罗那,1,半球,半球,3,1/1.5
29,2015-04-07 02:00,0,西班牙人,12,1-1,1-0,0,艾尔切,16,平/半,平/半,2/2.5,0.5/1
30,2015-04-08 02:00,0,马德里竞技,3,2-0,2-0,0,皇家社会,10,半球,半球,2.5,1
30,2015-04-08 04:00,0,莱万特,15,1-2,0-2,0,塞维利亚,5,平/半,平/半,2.5,1
30,2015-04-08 04:00,0,埃瓦尔,14,1-0,0-0,0,马拉加,7,平手,平手,2,0.5/1
30,2015-04-09 02:00,0,巴塞罗那,1,4-0,1-0,0,阿尔梅里亚,18,球半,球半,4/4.5,2
30,2015-04-09 02:00,1,拉科鲁尼亚,17,1-1,0-0,0,科尔多瓦,20,平/半,平/半,2/2.5,0.5/1
30,2015-04-09 04:00,1,格拉那达,19,1-1,1-0,0,塞尔塔,11,平手,平手,2,0.5/1
30,2015-04-09 04:00,0,巴列卡诺,9,0-2,0-0,0,皇家马德里,2,半/一,半/一,3/3.5,1.5
30,2015-04-10 02:00,0,毕尔巴鄂竞技,8,1-1,0-0,1,巴伦西亚,4,平手,平手,2.5,1
30,2015-04-10 04:00,0,比利亚雷亚尔,6,0-3,0-1,0,西班牙人,12,平/半,平/半,2.5,1
30,2015-04-10 04:00,0,艾尔切,16,0-1,0-0,0,赫塔菲,13,平手,平手,2,0.5/1
31,2015-04-11 22:00,0,皇家马德里,2,3-0,2-0,0,埃瓦尔,14,球半,球半,4,1.5/2
31,2015-04-11 23:59,0,马拉加,7,2-2,1-1,0,马德里竞技,3,平/半,平/半,2/2.5,0.5/1
31,2015-04-12 02:00,0,塞维利亚,5,2-2,1-2,0,巴塞罗那,1,平/半,平/半,3/3.5,1/1.5
31,2015-04-12 04:00,0,阿尔梅里亚,18,3-0,1-0,0,格拉那达,19,平/半,平/半,2,0.5/1
31,2015-04-12 04:00,0,塞尔塔,12,6-1,4-1,0,巴列卡诺,10,平/半,平/半,2.5,1
31,2015-04-12 18:00,0,赫塔菲,13,1-1,0-0,0,比利亚雷亚尔,6,平/半,平/半,2/2.5,0.5/1
31,2015-04-12 23:00,0,西班牙人,10,1-0,1-0,0,毕尔巴鄂竞技,8,平手,平手,2/2.5,0.5/1
31,2015-04-13 01:00,0,皇家社会,12,2-2,1-1,0,拉科鲁尼亚,18,平/半,平/半,2.5,1
31,2015-04-13 03:00,1,科尔多瓦,20,0-2,0-1,0,艾尔切,17,平手,平手,2,0.5/1
31,2015-04-14 02:30,0,巴伦西亚,4,3-0,2-0,0,莱万特,18,半球,半球,2.5/3,1
32,2015-04-18 02:45,0,莱万特,18,2-2,1-2,0,西班牙人,8,平手,平手,2/2.5,0.5/1
32,2015-04-18 22:00,0,巴塞罗那,1,2-0,1-0,0,巴伦西亚,4,一球,一球,3/3.5,1.5
32,2015-04-18 23:59,0,拉科鲁尼亚,17,1-2,0-2,0,马德里竞技,3,平/半,平/半,2/2.5,1
32,2015-04-19 02:00,0,皇家马德里,2,3-1,1-0,0,马拉加,7,一球,一球,3.5/4,1.5/2
32,2015-04-19 04:00,0,毕尔巴鄂竞技,9,4-0,1-0,1,赫塔菲,13,平/半,平/半,2.5,1
32,2015-04-19 18:00,0,巴列卡诺,12,2-0,1-0,0,阿尔梅里亚,18,平/半,平/半,2.5,1
32,2015-04-19 23:00,0,格拉那达,19,1-1,1-0,0,塞维利亚,5,平/半,平/半,2.5,1
32,2015-04-20 01:00,0,比利亚雷亚尔,6,0-0,0-0,0,科尔多瓦,20,半/一,半/一,3,1/1.5
32,2015-04-20 03:00,0,埃瓦尔,14,0-1,0-1,0,塞尔塔,10,平手,平手,2/2.5,0.5/1
32,2015-04-21 02:45,0,艾尔切,15,1-0,1-0,0,皇家社会,12,平手,平手,2/2.5,0.5/1
33,2015-04-25 02:45,0,科尔多瓦,20,0-1,0-0,0,毕尔巴鄂竞技,8,平/半,平/半,2,0.5/1
33,2015-04-25 22:00,1,西班牙人,10,0-2,0-2,1,巴塞罗那,1,半/一,半/一,3/3.5,1/1.5
33,2015-04-25 23:59,0,马德里竞技,3,3-0,0-0,0,艾尔切,14,半/一,半/一,2.5/3,1
33,2015-04-26 02:00,0,赫塔菲,13,0-1,0-1,0,莱万特,16,平/半,平/半,2,0.5/1
33,2015-04-26 04:00,0,皇家社会,12,0-0,0-0,0,比利亚雷亚尔,6,平/半,平/半,2/2.5,1
33,2015-04-26 18:00,0,马拉加,7,1-1,0-0,0,拉科鲁尼亚,17,平/半,平/半,2.5,1
33,2015-04-26 23:00,0,阿尔梅里亚,18,2-0,1-0,0,埃瓦尔,16,平手,平手,2/2.5,0.5/1
33,2015-04-27 01:00,0,塞维利亚,5,2-0,2-0,0,巴列卡诺,11,半球,半球,3,1/1.5
33,2015-04-27 03:00,0,塞尔塔,9,2-4,2-3,0,皇家马德里,2,半球,半球,3/3.5,1/1.5
33,2015-04-28 02:45,0,巴伦西亚,5,4-0,2-0,0,格拉那达,19,半球,半球,2.5/3,1
34,2015-04-29 02:00,0,巴塞罗那,1,6-0,5-0,0,赫塔菲,13,球半,球半,4/4.5,2
34,2015-04-29 04:00,0,毕尔巴鄂竞技,8,1-1,0-0,1,皇家社会,12,平/半,平/半,2.5,1
34,2015-04-29 04:00,0,莱万特,15,1-0,1-0,0,科尔多瓦,20,平/半,平/半,2/2.5,0.5/1
34,2015-04-30 02:00,0,埃瓦尔,16,1-3,0-2,0,塞维利亚,4,平/半,平/半,2.5,1
34,2015-04-30 02:00,0,塞尔塔,9,1-0,0-0,0,马拉加,7,平/半,平/半,2.5,1
34,2015-04-30 02:00,0,皇家马德里,2,3-0,1-0,0,阿尔梅里亚,17,球半,球半,4/4.5,1.5/2
34,2015-04-30 04:00,0,比利亚雷亚尔,6,0-1,0-0,0,马德里竞技,3,平手,平手,2/2.5,0.5/1
34,2015-04-30 04:00,0,艾尔切,14,4-0,2-0,0,拉科鲁尼亚,18,平手,平手,2/2.5,0.5/1
34,2015-05-01 02:00,1,巴列卡诺,11,1-1,1-0,1,巴伦西亚,5,平/半,平/半,2.5/3,1
34,2015-05-01 04:00,0,格拉那达,19,1-2,0-1,0,西班牙人,10,平手,平手,2,0.5/1
35,2015-05-02 02:45,0,皇家社会,12,3-0,1-0,0,莱万特,15,平/半,平/半,2/2.5,1
35,2015-05-02 22:00,0,科尔多瓦,20,0-8,0-2,0,巴塞罗那,1,一球,一球,3.5,1.5
35,2015-05-02 23:59,0,马德里竞技,3,0-0,0-0,1,毕尔巴鄂竞技,8,半球,半球,2.5,1
35,2015-05-03 02:00,0,塞维利亚,5,2-3,1-2,0,皇家马德里,2,平/半,平/半,3/3.5,1/1.5
35,2015-05-03 04:00,0,拉科鲁尼亚,18,1-1,0-0,0,比利亚雷亚尔,6,平/半,平/半,2/2.5,1
35,2015-05-03 18:00,1,西班牙人,10,1-1,0-1,0,巴列卡诺,12,平/半,平/半,2.5/3,1
35,2015-05-03 23:00,0,赫塔菲,14,1-2,1-1,0,格拉那达,19,平/半,平/半,2/2.5,0.5/1
35,2015-05-04 01:00,0,巴伦西亚,4,3-1,1-0,0,埃瓦尔,16,半/一,半/一,2.5/3,1
35,2015-05-04 03:00,0,马拉加,8,1-2,0-1,1,艾尔切,13,平/半,平/半,2.5,1
35,2015-05-05 02:45,1,阿尔梅里亚,17,2-2,0-2,1,塞尔塔,10,平/半,平/半,2.5,1
36,2015-05-09 02:45,0,埃瓦尔,17,0-2,0-1,0,西班牙人,10,平手,平手,2/2.5,0.5/1
