,轮次,时间,主队红牌,主队名称,主队名次,比分,半场比分,全场让球,半场让球,全场大小,半场大小,客队红牌,客队名称,客队名次,主队得分,客队得分,主队半场得分,客队半场得分,主队结果,比赛日期
3208,17,2015-01-03 23:00,0,马德里竞技,3,3-1,1-0,半/一,半/一,2.5/3,1/1.5,0,莱万特,15,3,1,1,0,2,20150103
3209,17,2015-01-04 01:00,0,塞维利亚,6,1-0,1-0,平/半,平/半,2.5/3,1,1,塞尔塔,8,1,0,1,0,2,20150104
3210,17,2015-01-04 03:00,0,艾尔切,20,2-2,2-2,平/半,平/半,2/2.5,0.5/1,0,比利亚雷亚尔,5,2,2,2,2,0,20150104
3211,17,2015-01-04 05:00,0,拉科鲁尼亚,17,1-0,1-0,平手,平手,2/2.5,0.5/1,0,毕尔巴鄂竞技,11,1,0,1,0,2,20150104
3212,17,2015-01-04 05:00,0,马拉加,7,1-2,0-1,半球,半球,2.5,1,1,阿尔梅里亚,16,1,2,0,1,1,20150104
3213,17,2015-01-04 19:00,0,赫塔菲,12,1-2,1-1,平/半,平/半,2.5,1,0,巴列卡诺,13,1,2,1,1,1,20150104
3214,17,2015-01-04 23:59,0,巴伦西亚,5,2-1,0-1,半球,半球,3.5,1.5,0,皇家马德里,1,2,1,0,1,2,20150104
3215,17,2015-01-05 02:00,0,西班牙人,10,1-2,0-2,平/半,平/半,2/2.5,0.5/1,0,埃瓦尔,9,1,2,0,2,1,20150105
3216,17,2015-01-05 04:00,0,皇家社会,16,1-0,1-0,半球,半球,3/3.5,1/1.5,0,巴塞罗那,2,1,0,1,0,2,20150105
3217,17,2015-01-06 03:45,0,科尔多瓦,19,2-0,2-0,平手,平手,2/2.5,0.5/1,0,格拉那达,18,2,0,2,0,2,20150106
3218,18,2015-01-10 03:45,0,莱万特,17,0-0,0-0,平手,平手,2/2.5,0.5/1,0,拉科鲁尼亚,16,0,0,0,0,0,20150110
3219,18,2015-01-10 23:00,1,皇家马德里,1,3-0,2-0,一/球半,一/球半,4,1.5/2,0,西班牙人,10,3,0,2,0,2,20150110
3220,18,2015-01-11 01:00,0,马拉加,7,1-1,0-1,平手,平手,2/2.5,0.5/1,0,比利亚雷亚尔,6,1,1,0,1,0,20150111
3221,18,2015-01-11 03:00,0,塞尔塔,9,1-1,0-1,平手,平手,2.5,1,0,巴伦西亚,4,1,1,0,1,0,20150111
3222,18,2015-01-11 05:00,0,埃瓦尔,8,2-1,1-0,平手,平手,2/2.5,0.5/1,0,赫塔菲,14,2,1,1,0,2,20150111
3223,18,2015-01-11 19:00,0,阿尔梅里亚,16,0-2,0-0,平/半,平/半,2/2.5,0.5/1,0,塞维利亚,5,0,2,0,0,1,20150111
3224,18,2015-01-11 23:59,0,毕尔巴鄂竞技,12,1-2,0-1,半球,半球,2.5,1,0,艾尔切,20,1,2,0,1,1,20150111
3225,18,2015-01-12 02:00,0,格拉那达,19,1-1,0-1,平手,平手,2/2.5,0.5/1,0,皇家社会,13,1,1,0,1,0,20150112
3226,18,2015-01-12 04:00,0,巴塞罗那,2,3-1,2-0,半球,半球,3,1/1.5,0,马德里竞技,3,3,1,2,0,2,20150112
3227,18,2015-01-13 03:45,0,巴列卡诺,11,0-1,0-1,平/半,平/半,2.5,1,0,科尔多瓦,18,0,1,0,1,1,20150113
3228,19,2015-01-17 03:45,1,科尔多瓦,16,1-1,1-0,平手,平手,2/2.5,0.5/1,1,埃瓦尔,8,1,1,1,0,0,20150117
3229,19,2015-01-17 23:00,0,皇家社会,12,0-1,0-0,平/半,平/半,2.5,1,0,巴列卡诺,11,0,1,0,0,1,20150117
3230,19,2015-01-18 01:00,0,巴伦西亚,5,3-2,2-2,半球,半球,2.5/3,1,0,阿尔梅里亚,17,3,2,2,2,2,20150118
3231,19,2015-01-18 03:00,0,比利亚雷亚尔,6,2-0,1-0,平/半,平/半,2.5,1,0,毕尔巴鄂竞技,13,2,0,1,0,2,20150118
3232,19,2015-01-18 05:00,0,西班牙人,10,1-0,0-0,平手,平手,2.5,1,0,塞尔塔,9,1,0,0,0,2,20150118
3233,19,2015-01-18 19:00,0,赫塔菲,15,0-3,0-0,半/一,半/一,3.5,1.5,0,皇家马德里,1,0,3,0,0,1,20150118
3234,19,2015-01-18 23:59,0,马德里竞技,3,2-0,1-0,半/一,半/一,2.5/3,1/1.5,0,格拉那达,20,2,0,1,0,2,20150118
3235,19,2015-01-19 02:00,0,拉科鲁尼亚,16,0-4,0-2,半/一,半/一,3/3.5,1.5,0,巴塞罗那,2,0,4,0,2,1,20150119
3236,19,2015-01-19 04:00,0,艾尔切,19,1-0,1-0,平手,平手,2/2.5,0.5/1,1,莱万特,18,1,0,1,0,2,20150119
3237,19,2015-01-19 04:00,0,塞维利亚,4,2-0,1-0,平/半,平/半,2.5,1,0,马拉加,7,2,0,1,0,2,20150119
3238,20,2015-01-24 23:00,1,科尔多瓦,14,1-2,1-1,一球,一球,3.5,1.5,1,皇家马德里,1,1,2,1,1,1,20150124
3239,20,2015-01-25 01:00,1,艾尔切,16,0-6,0-1,半/一,半/一,3/3.5,1/1.5,0,巴塞罗那,2,0,6,0,1,1,20150125
3240,20,2015-01-25 03:00,0,马德里竞技,3,3-1,2-1,半/一,半/一,2.5/3,1/1.5,0,巴列卡诺,10,3,1,2,1,2,20150125
3241,20,2015-01-25 05:00,0,皇家社会,12,1-0,0-0,平/半,平/半,2/2.5,1,0,埃瓦尔,8,1,0,0,0,2,20150125
3242,20,2015-01-25 05:00,0,比利亚雷亚尔,6,1-0,0-0,半/一,半/一,2.5/3,1,0,莱万特,19,1,0,0,0,2,20150125
3243,20,2015-01-25 19:00,1,拉科鲁尼亚,16,2-2,2-1,平/半,平/半,2/2.5,0.5/1,0,格拉那达,20,2,2,2,1,0,20150125
3244,20,2015-01-25 23:59,0,毕尔巴鄂竞技,13,1-1,0-0,平/半,平/半,2/2.5,0.5/1,0,马拉加,7,1,1,0,0,0,20150125
3245,20,2015-01-26 02:00,0,西班牙人,9,3-0,2-0,平/半,平/半,2/2.5,1,0,阿尔梅里亚,18,3,0,2,0,2,20150126
3246,20,2015-01-26 04:00,0,巴伦西亚,5,3-1,2-1,平/半,平/半,2.5,1,0,塞维利亚,4,3,1,2,1,2,20150126
3247,20,2015-01-27 03:45,0,赫塔菲,16,2-1,1-1,平手,平手,2/2.5,0.5/1,0,塞尔塔,12,2,1,1,1,2,20150127
3248,21,2015-01-31 03:45,0,巴列卡诺,10,1-2,1-1,平/半,平/半,2/2.5,1,0,拉科鲁尼亚,15,1,2,1,1,1,20150131
3249,21,2015-01-31 23:00,0,皇家马德里,1,4-1,2-1,一球,一球,3.5/4,1.5/2,0,皇家社会,11,4,1,2,1,2,20150131
3250,21,2015-02-01 01:00,0,埃瓦尔,8,1-3,0-3,平/半,平/半,2/2.5,0.5/1,0,马德里竞技,3,1,3,0,3,1,20150201
3251,21,2015-02-01 03:00,0,格拉那达,20,1-0,0-0,平/半,平/半,2/2.5,0.5/1,1,艾尔切,17,1,0,0,0,2,20150201
3252,21,2015-02-01 05:00,0,塞尔塔,12,1-0,0-0,半球,半球,2.5,1,0,科尔多瓦,14,1,0,0,0,2,20150201
3253,21,2015-02-01 19:00,0,莱万特,19,0-2,0-0,平手,平手,2/2.5,0.5/1,0,毕尔巴鄂竞技,13,0,2,0,0,1,20150201
3254,21,2015-02-01 23:59,1,阿尔梅里亚,18,1-0,1-0,平手,平手,2/2.5,0.5/1,1,赫塔菲,16,1,0,1,0,2,20150201
3255,21,2015-02-02 02:00,0,塞维利亚,5,3-2,2-1,平/半,平/半,2.5,1,1,西班牙人,9,3,2,2,1,2,20150202
3256,21,2015-02-02 04:00,0,巴塞罗那,2,3-2,1-1,半/一,半/一,3.5,1.5,0,比利亚雷亚尔,6,3,2,1,1,2,20150202
3257,21,2015-02-03 03:45,0,马拉加,7,1-0,1-0,平手,平手,2.5,1,1,巴伦西亚,5,1,0,1,0,2,20150203
3258,22,2015-02-07 03:45,0,拉科鲁尼亚,14,2-0,0-0,平手,平手,2,0.5/1,0,埃瓦尔,8,2,0,0,0,2,20150207
3259,22,2015-02-07 23:00,0,马德里竞技,3,4-0,2-0,平手,平手,2.5,1,0,皇家马德里,1,4,0,2,0,2,20150207
3260,22,2015-02-08 01:00,0,比利亚雷亚尔,6,2-0,1-0,半/一,半/一,2.5/3,1,0,格拉那达,18,2,0,1,0,2,20150208
3261,22,2015-02-08 03:00,0,莱万特,20,4-1,2-1,平手,平手,2/2.5,0.5/1,0,马拉加,7,4,1,2,1,2,20150208
3262,22,2015-02-08 05:00,0,皇家社会,14,1-1,1-0,平手,平手,2.5,1,0,塞尔塔,10,1,1,1,0,0,20150208
3263,22,2015-02-08 19:00,0,科尔多瓦,17,1-2,1-0,平/半,平/半,2,0.5/1,0,阿尔梅里亚,16,1,2,1,0,1,20150208
3264,22,2015-02-08 23:59,0,赫塔菲,15,2-1,1-0,平/半,平/半,2/2.5,0.5/1,0,塞维利亚,4,2,1,1,0,2,20150208
3265,22,2015-02-09 02:00,0,西班牙人,9,1-2,0-0,平手,平手,2.5,1,0,巴伦西亚,5,1,2,0,0,1,20150209
3266,22,2015-02-09 04:00,1,毕尔巴鄂竞技,12,2-5,0-2,半球,半球,3,1/1.5,0,巴塞罗那,2,2,5,0,2,1,20150209
3267,22,2015-02-10 03:45,0,艾尔切,20,2-0,1-0,平手,平手,2/2.5,0.5/1,1,巴列卡诺,15,2,0,1,0,2,20150210
3268,23,2015-02-14 03:45,0,阿尔梅里亚,16,2-2,2-1,平手,平手,2/2.5,0.5/1,0,皇家社会,12,2,2,2,1,0,20150214
3269,23,2015-02-14 23:00,1,塞维利亚,5,3-0,2-0,半球,半球,2.5/3,1,1,科尔多瓦,19,3,0,2,0,2,20150214
3270,23,2015-02-15 01:00,0,皇家马德里,1,2-0,1-0,球半,球半,4,1.5/2,0,拉科鲁尼亚,12,2,0,1,0,2,20150215
3271,23,2015-02-15 03:00,1,格拉那达,20,0-0,0-0,平/半,平/半,2,0.5/1,0,毕尔巴鄂竞技,13,0,0,0,0,0,20150215
3272,23,2015-02-15 05:00,0,马拉加,7,0-2,0-1,平/半,平/半,2.5,1,1,西班牙人,9,0,2,0,1,1,20150215
3273,23,2015-02-15 19:00,0,巴伦西亚,5,1-0,0-0,半球,半球,2.5/3,1,0,赫塔菲,14,1,0,0,0,2,20150215
3274,23,2015-02-15 23:59,0,巴塞罗那,2,5-0,2-0,球半,球半,4/4.5,1.5/2,0,莱万特,18,5,0,2,0,2,20150215
3275,23,2015-02-16 02:00,0,巴列卡诺,16,2-0,0-0,平/半,平/半,2.5,1,0,比利亚雷亚尔,6,2,0,0,0,2,20150216
3276,23,2015-02-16 04:00,0,塞尔塔,10,2-0,0-0,平/半,平/半,2/2.5,0.5/1,0,马德里竞技,3,2,0,0,0,2,20150216
3277,23,2015-02-17 03:45,1,埃瓦尔,10,0-1,0-0,平/半,平/半,2,0.5/1,0,艾尔切,17,0,1,0,0,1,20150217
3278,24,2015-02-21 03:45,0,赫塔菲,15,2-1,1-0,平手,平手,2/2.5,0.5/1,0,西班牙人,8,2,1,1,0,2,20150221
3279,24,2015-02-21 23:00,0,巴塞罗那,2,0-1,0-1,一球,一球,3.5/4,1.5,0,马拉加,7,0,1,0,1,1,20150221
3280,24,2015-02-22 01:00,0,科尔多瓦,20,1-2,0-1,平/半,平/半,2/2.5,0.5/1,0,巴伦西亚,4,1,2,0,1,1,20150222
3281,24,2015-02-22 03:00,1,马德里竞技,3,3-0,3-0,半/一,半/一,2.5/3,1/1.5,0,阿尔梅里亚,16,3,0,3,0,2,20150222
3282,24,2015-02-22 05:00,1,拉科鲁尼亚,15,0-2,0-0,平手,平手,2/2.5,0.5/1,0,塞尔塔,9,0,2,0,0,1,20150222
3283,24,2015-02-22 19:00,0,皇家社会,13,4-3,1-1,平手,平手,2.5,1,0,塞维利亚,5,4,3,1,1,2,20150222
3284,24,2015-02-22 23:59,0,毕尔巴鄂竞技,14,1-0,0-0,平/半,平/半,2.5/3,1,0,巴列卡诺,12,1,0,0,0,2,20150222
3285,24,2015-02-23 02:00,0,比利亚雷亚尔,6,1-0,0-0,半球,半球,2.5,1,0,埃瓦尔,10,1,0,0,0,2,20150223
3286,24,2015-02-23 04:00,0,艾尔切,17,0-2,0-0,一球,一球,3/3.5,1.5,0,皇家马德里,1,0,2,0,0,1,20150223
3287,24,2015-02-24 03:45,1,莱万特,19,2-1,0-1,平/半,平/半,2,0.5/1,2,格拉那达,18,2,1,0,1,2,20150224
3288,25,2015-02-28 03:45,0,西班牙人,9,1-0,1-0,平/半,平/半,2/2.5,0.5/1,0,科尔多瓦,20,1,0,1,0,2,20150228
3289,25,2015-02-28 23:00,0,格拉那达,19,1-3,0-1,一球,一球,3/3.5,1.5,0,巴塞罗那,2,1,3,0,1,1,20150228
3290,25,2015-03-01 01:00,0,巴列卡诺,14,4-2,4-1,平/半,平/半,2/2.5,0.5/1,0,莱万特,18,4,2,4,1,2,20150301
3291,25,2015-03-01 03:00,2,阿尔梅里亚,16,0-0,0-0,平/半,平/半,2,0.5/1,0,拉科鲁尼亚,15,0,0,0,0,0,20150301
3292,25,2015-03-01 05:00,0,马拉加,7,3-2,1-0,平/半,平/半,2/2.5,0.5/1,0,赫塔菲,13,3,2,1,0,2,20150301
3293,25,2015-03-01 19:00,0,巴伦西亚,4,2-0,0-0,平/半,平/半,2.5/3,1,0,皇家社会,11,2,0,0,0,2,20150301
3294,25,2015-03-01 23:59,0,埃瓦尔,12,0-1,0-1,平手,平手,2/2.5,0.5/1,0,毕尔巴鄂竞技,13,0,1,0,1,1,20150301
3295,25,2015-03-02 02:00,0,塞维利亚,5,0-0,0-0,平手,平手,2/2.5,0.5/1,0,马德里竞技,3,0,0,0,0,0,20150302
3296,25,2015-03-02 04:00,0,皇家马德里,1,1-1,0-0,半/一,半/一,3/3.5,1/1.5,0,比利亚雷亚尔,6,1,1,0,0,0,20150302
3297,25,2015-03-03 03:45,0,塞尔塔,9,1-1,0-0,平/半,平/半,2.5,1,0,艾尔切,17,1,1,0,0,0,20150303
3298,26,2015-03-07 03:45,0,莱万特,18,2-1,0-0,平手,平手,2,0.5/1,1,埃瓦尔,13,2,1,0,0,2,20150307
3299,26,2015-03-07 23:00,0,拉科鲁尼亚,15,3-4,1-1,平/半,平/半,2.5,1,0,塞维利亚,5,3,4,1,1,1,20150307
3300,26,2015-03-08 01:00,0,毕尔巴鄂竞技,10,1-0,1-0,半球,半球,3,1/1.5,0,皇家马德里,1,1,0,1,0,2,20150308
3301,26,2015-03-08 03:00,0,艾尔切,18,1-0,1-0,平/半,平/半,2/2.5,0.5/1,0,阿尔梅里亚,17,1,0,1,0,2,20150308
3302,26,2015-03-08 05:00,0,格拉那达,19,1-0,0-0,平手,平手,2,0.5/1,0,马拉加,7,1,0,0,0,2,20150308
3303,26,2015-03-08 19:00,1,巴塞罗那,2,6-1,1-0,球半,球半,4/4.5,1.5/2,1,巴列卡诺,11,6,1,1,0,2,20150308
3304,26,2015-03-08 23:59,0,皇家社会,12,1-0,1-0,平/半,平/半,2/2.5,0.5/1,0,西班牙人,10,1,0,1,0,2,20150308
3305,26,2015-03-09 02:00,0,比利亚雷亚尔,6,4-1,2-0,平/半,平/半,2.5,1,0,塞尔塔,9,4,1,2,0,2,20150309
3306,26,2015-03-09 04:00,0,马德里竞技,3,1-1,1-0,平/半,平/半,2.5,1,1,巴伦西亚,4,1,1,1,0,0,20150309
3307,26,2015-03-10 03:45,0,科尔多瓦,20,1-2,0-0,平手,平手,2,0.5/1,0,赫塔菲,15,1,2,0,0,1,20150310
3308,27,2015-03-14 03:45,0,巴伦西亚,4,2-0,0-0,半球,半球,2.5,1,0,拉科鲁尼亚,16,2,0,0,0,2,20150314
3309,27,2015-03-14 23:00,0,西班牙人,10,0-0,0-0,平/半,平/半,2/2.5,0.5/1,1,马德里竞技,4,0,0,0,0,0,20150314
3310,27,2015-03-15 01:00,0,埃瓦尔,14,0-2,0-1,一球,一球,3/3.5,1/1.5,0,巴塞罗那,1,0,2,0,1,1,20150315
3311,27,2015-03-15 03:00,0,巴列卡诺,13,3-1,0-1,平/半,平/半,2.5,1,0,格拉那达,19,3,1,0,1,2,20150315
3312,27,2015-03-15 05:00,0,塞尔塔,9,1-2,0-2,平/半,平/半,2/2.5,0.5/1,1,毕尔巴鄂竞技,8,1,2,0,2,1,20150315
3313,27,2015-03-15 19:00,1,阿尔梅里亚,18,0-0,0-0,平/半,平/半,2.5,1,1,比利亚雷亚尔,6,0,0,0,0,0,20150315
3314,27,2015-03-15 23:59,0,马拉加,7,2-0,0-0,半球,半球,2/2.5,0.5/1,0,科尔多瓦,20,2,0,0,0,2,20150315
3315,27,2015-03-16 02:00,0,塞维利亚,5,3-0,2-0,半球,半球,2.5,1,0,艾尔切,15,3,0,2,0,2,20150316
3316,27,2015-03-16 04:00,0,皇家马德里,2,2-0,2-0,球半,球半,4.5,2,0,莱万特,17,2,0,2,0,2,20150316
3317,27,2015-03-17 03:45,0,赫塔菲,13,0-1,0-0,平手,平手,2/2.5,0.5/1,0,皇家社会,12,0,1,0,0,1,20150317
3318,28,2015-03-21 03:45,0,艾尔切,15,0-4,0-1,平/半,平/半,2/2.5,0.5/1,0,巴伦西亚,3,0,4,0,1,1,20150321
3319,28,2015-03-21 23:00,0,马德里竞技,4,2-0,2-0,半/一,半/一,2.5/3,1,0,赫塔菲,13,2,0,2,0,2,20150321
3320,28,2015-03-22 01:00,0,巴列卡诺,12,1-0,1-0,平手,平手,2.5,1,1,马拉加,7,1,0,1,0,2,20150322
3321,28,2015-03-22 03:00,0,莱万特,18,0-1,0-0,平手,平手,2,0.5/1,0,塞尔塔,11,0,1,0,0,1,20150322
3322,28,2015-03-22 05:00,0,格拉那达,19,0-0,0-0,平/半,平/半,2,0.5/1,0,埃瓦尔,14,0,0,0,0,0,20150322
3323,28,2015-03-22 05:00,0,毕尔巴鄂竞技,8,2-1,2-0,半球,半球,2.5,1,1,阿尔梅里亚,16,2,1,2,0,2,20150322
3324,28,2015-03-22 19:00,0,拉科鲁尼亚,17,0-0,0-0,平手,平手,2/2.5,0.5/1,0,西班牙人,11,0,0,0,0,0,20150322
3325,28,2015-03-22 23:59,0,比利亚雷亚尔,6,0-2,0-0,平/半,平/半,2.5,1,0,塞维利亚,5,0,2,0,0,1,20150322
3326,28,2015-03-23 02:00,0,皇家社会,12,3-1,1-1,平/半,平/半,2.5,1,3,科尔多瓦,20,3,1,1,1,2,20150323
3327,28,2015-03-23 04:00,0,巴塞罗那,1,2-1,1-1,平/半,平/半,3/3.5,1/1.5,0,皇家马德里,2,2,1,1,1,2,20150323
3328,29,2015-04-04 02:45,1,埃瓦尔,14,1-2,1-2,平手,平手,2/2.5,0.5/1,0,巴列卡诺,11,1,2,1,2,1,20150404
3329,29,2015-04-04 22:00,0,塞维利亚,5,2-0,2-0,平/半,平/半,2.5,1,0,毕尔巴鄂竞技,8,2,0,2,0,2,20150404
3330,29,2015-04-04 23:59,0,科尔多瓦,20,0-2,0-2,平/半,平/半,2/2.5,0.5/1,0,马德里竞技,4,0,2,0,2,1,20150404
3331,29,2015-04-05 02:00,1,阿尔梅里亚,17,1-4,0-2,平/半,平/半,2/2.5,0.5/1,0,莱万特,18,1,4,0,2,1,20150405
3332,29,2015-04-05 04:00,0,马拉加,7,1-1,0-0,平/半,平/半,2/2.5,0.5/1,0,皇家社会,10,1,1,0,0,0,20150405
3333,29,2015-04-05 18:00,0,皇家马德里,2,9-1,4-0,球半,球半,4,1.5/2,0,格拉那达,19,9,1,4,0,2,20150405
3334,29,2015-04-05 23:00,0,巴伦西亚,4,0-0,0-0,平/半,平/半,2.5,1,0,比利亚雷亚尔,6,0,0,0,0,0,20150405
3335,29,2015-04-06 01:00,0,赫塔菲,13,2-1,2-0,平/半,平/半,2/2.5,0.5/1,0,拉科鲁尼亚,17,2,1,2,0,2,20150406
3336,29,2015-04-06 03:00,1,塞尔塔,11,0-1,0-0,半球,半球,3,1/1.5,0,巴塞罗那,1,0,1,0,0,1,20150406
3337,29,2015-04-07 02:00,0,西班牙人,12,1-1,1-0,平/半,平/半,2/2.5,0.5/1,0,艾尔切,16,1,1,1,0,0,20150407
3338,30,2015-04-08 02:00,0,马德里竞技,3,2-0,2-0,半球,半球,2.5,1,0,皇家社会,10,2,0,2,0,2,20150408
3339,30,2015-04-08 04:00,0,莱万特,15,1-2,0-2,平/半,平/半,2.5,1,0,塞维利亚,5,1,2,0,2,1,20150408
3340,30,2015-04-08 04:00,0,埃瓦尔,14,1-0,0-0,平手,平手,2,0.5/1,0,马拉加,7,1,0,0,0,2,20150408
3341,30,2015-04-09 02:00,0,巴塞罗那,1,4-0,1-0,球半,球半,4/4.5,2,0,阿尔梅里亚,18,4,0,1,0,2,20150409
3342,30,2015-04-09 02:00,1,拉科鲁尼亚,17,1-1,0-0,平/半,平/半,2/2.5,0.5/1,0,科尔多瓦,20,1,1,0,0,0,20150409
3343,30,2015-04-09 04:00,1,格拉那达,19,1-1,1-0,平手,平手,2,0.5/1,0,塞尔塔,11,1,1,1,0,0,20150409
3344,30,2015-04-09 04:00,0,巴列卡诺,9,0-2,0-0,半/一,半/一,3/3.5,1.5,0,皇家马德里,2,0,2,0,0,1,20150409
3345,30,2015-04-10 02:00,0,毕尔巴鄂竞技,8,1-1,0-0,平手,平手,2.5,1,1,巴伦西亚,4,1,1,0,0,0,20150410
3346,30,2015-04-10 04:00,0,比利亚雷亚尔,6,0-3,0-1,平/半,平/半,2.5,1,0,西班牙人,12,0,3,0,1,1,20150410
3347,30,2015-04-10 04:00,0,艾尔切,16,0-1,0-0,平手,平手,2,0.5/1,0,赫塔菲,13,0,1,0,0,1,20150410
3348,31,2015-04-11 22:00,0,皇家马德里,2,3-0,2-0,球半,球半,4,1.5/2,0,埃瓦尔,14,3,0,2,0,2,20150411
3349,31,2015-04-11 23:59,0,马拉加,7,2-2,1-1,平/半,平/半,2/2.5,0.5/1,0,马德里竞技,3,2,2,1,1,0,20150411
3350,31,2015-04-12 02:00,0,塞维利亚,5,2-2,1-2,平/半,平/半,3/3.5,1/1.5,0,巴塞罗那,1,2,2,1,2,0,20150412
3351,31,2015-04-12 04:00,0,阿尔梅里亚,18,3-0,1-0,平/半,平/半,2,0.5/1,0,格拉那达,19,3,0,1,0,2,20150412
3352,31,2015-04-12 04:00,0,塞尔塔,12,6-1,4-1,平/半,平/半,2.5,1,0,巴列卡诺,10,6,1,4,1,2,20150412
3353,31,2015-04-12 18:00,0,赫塔菲,13,1-1,0-0,平/半,平/半,2/2.5,0.5/1,0,比利亚雷亚尔,6,1,1,0,0,0,20150412
3354,31,2015-04-12 23:00,0,西班牙人,10,1-0,1-0,平手,平手,2/2.5,0.5/1,0,毕尔巴鄂竞技,8,1,0,1,0,2,20150412
3355,31,2015-04-13 01:00,0,皇家社会,12,2-2,1-1,平/半,平/半,2.5,1,0,拉科鲁尼亚,18,2,2,1,1,0,20150413
3356,31,2015-04-13 03:00,1,科尔多瓦,20,0-2,0-1,平手,平手,2,0.5/1,0,艾尔切,17,0,2,0,1,1,20150413
3357,31,2015-04-14 02:30,0,巴伦西亚,4,3-0,2-0,半球,半球,2.5/3,1,0,莱万特,18,3,0,2,0,2,20150414
3358,32,2015-04-18 02:45,0,莱万特,18,2-2,1-2,平手,平手,2/2.5,0.5/1,0,西班牙人,8,2,2,1,2,0,20150418
3359,32,2015-04-18 22:00,0,巴塞罗那,1,2-0,1-0,一球,一球,3/3.5,1.5,0,巴伦西亚,4,2,0,1,0,2,20150418
3360,32,2015-04-18 23:59,0,拉科鲁尼亚,17,1-2,0-2,平/半,平/半,2/2.5,1,0,马德里竞技,3,1,2,0,2,1,20150418
3361,32,2015-04-19 02:00,0,皇家马德里,2,3-1,1-0,一球,一球,3.5/4,1.5/2,0,马拉加,7,3,1,1,0,2,20150419
3362,32,2015-04-19 04:00,0,毕尔巴鄂竞技,9,4-0,1-0,平/半,平/半,2.5,1,1,赫塔菲,13,4,0,1,0,2,20150419
3363,32,2015-04-19 18:00,0,巴列卡诺,12,2-0,1-0,平/半,平/半,2.5,1,0,阿尔梅里亚,18,2,0,1,0,2,20150419
3364,32,2015-04-19 23:00,0,格拉那达,19,1-1,1-0,平/半,平/半,2.5,1,0,塞维利亚,5,1,1,1,0,0,20150419
3365,32,2015-04-20 01:00,0,比利亚雷亚尔,6,0-0,0-0,半/一,半/一,3,1/1.5,0,科尔多瓦,20,0,0,0,0,0,20150420
3366,32,2015-04-20 03:00,0,埃瓦尔,14,0-1,0-1,平手,平手,2/2.5,0.5/1,0,塞尔塔,10,0,1,0,1,1,20150420
3367,32,2015-04-21 02:45,0,艾尔切,15,1-0,1-0,平手,平手,2/2.5,0.5/1,0,皇家社会,12,1,0,1,0,2,20150421
3368,33,2015-04-25 02:45,0,科尔多瓦,20,0-1,0-0,平/半,平/半,2,0.5/1,0,毕尔巴鄂竞技,8,0,1,0,0,1,20150425
3369,33,2015-04-25 22:00,1,西班牙人,10,0-2,0-2,半/一,半/一,3/3.5,1/1.5,1,巴塞罗那,1,0,2,0,2,1,20150425
3370,33,2015-04-25 23:59,0,马德里竞技,3,3-0,0-0,半/一,半/一,2.5/3,1,0,艾尔切,14,3,0,0,0,2,20150425
3371,33,2015-04-26 02:00,0,赫塔菲,13,0-1,0-1,平/半,平/半,2,0.5/1,0,莱万特,16,0,1,0,1,1,20150426
3372,33,2015-04-26 04:00,0,皇家社会,12,0-0,0-0,平/半,平/半,2/2.5,1,0,比利亚雷亚尔,6,0,0,0,0,0,20150426
3373,33,2015-04-26 18:00,0,马拉加,7,1-1,0-0,平/半,平/半,2.5,1,0,拉科鲁尼亚,17,1,1,0,0,0,20150426
3374,33,2015-04-26 23:00,0,阿尔梅里亚,18,2-0,1-0,平手,平手,2/2.5,0.5/1,0,埃瓦尔,16,2,0,1,0,2,20150426
3375,33,2015-04-27 01:00,0,塞维利亚,5,2-0,2-0,半球,半球,3,1/1.5,0,巴列卡诺,11,2,0,2,0,2,20150427
3376,33,2015-04-27 03:00,0,塞尔塔,9,2-4,2-3,半球,半球,3/3.5,1/1.5,0,皇家马德里,2,2,4,2,3,1,20150427
3377,33,2015-04-28 02:45,0,巴伦西亚,5,4-0,2-0,半球,半球,2.5/3,1,0,格拉那达,19,4,0,2,0,2,20150428
3378,34,2015-04-29 02:00,0,巴塞罗那,1,6-0,5-0,球半,球半,4/4.5,2,0,赫塔菲,13,6,0,5,0,2,20150429
3379,34,2015-04-29 04:00,0,毕尔巴鄂竞技,8,1-1,0-0,平/半,平/半,2.5,1,1,皇家社会,12,1,1,0,0,0,20150429
3380,34,2015-04-29 04:00,0,莱万特,15,1-0,1-0,平/半,平/半,2/2.5,0.5/1,0,科尔多瓦,20,1,0,1,0,2,20150429
3381,34,2015-04-30 02:00,0,埃瓦尔,16,1-3,0-2,平/半,平/半,2.5,1,0,塞维利亚,4,1,3,0,2,1,20150430
3382,34,2015-04-30 02:00,0,塞尔塔,9,1-0,0-0,平/半,平/半,2.5,1,0,马拉加,7,1,0,0,0,2,20150430
3383,34,2015-04-30 02:00,0,皇家马德里,2,3-0,1-0,球半,球半,4/4.5,1.5/2,0,阿尔梅里亚,17,3,0,1,0,2,20150430
3384,34,2015-04-30 04:00,0,比利亚雷亚尔,6,0-1,0-0,平手,平手,2/2.5,0.5/1,0,马德里竞技,3,0,1,0,0,1,20150430
3385,34,2015-04-30 04:00,0,艾尔切,14,4-0,2-0,平手,平手,2/2.5,0.5/1,0,拉科鲁尼亚,18,4,0,2,0,2,20150430
